Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID,node_type,virus_class,pet_vip,Introgressed_Status,POP
ENSG00000112378,PERP,615,SSD,37.24,1206,Unknown,Vertebrata,3285,redundant,4,Not,HSS,HSS
ENSG00000112379,ARFGEF3,435,Singleton,42.79,334,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000112394,SLC16A10,435,Ohnolog,48.07,648,Unknown,LECA,1820,intermittent,4,Not,HSS,HSS
ENSG00000112406,HECA,96,Singleton,44.73,538,Unknown,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000112414,ADGRG6,351,Ohnolog,42.51,1356,Recessive,LECA,57,redundant,4,Not,HSS,HSS
ENSG00000112419,PHACTR2,351,Ohnolog,34.5,956,Unknown,Opisthokonta,1451,redundant,1,Not,HSS,HSS
ENSG00000112425,EPM2A,615,SSD,38.74,1678,Recessive,LECA,1217,redundant,3,Not,HSS,HSS
ENSG00000112473,SLC39A7,796,SSD,46.89,904,Unknown,LECA,3291,redundant,3,Not,HSS,HSS
ENSG00000112486,CCR6,435,SSD,84.13,3290,Unknown,Bilateria,3292,redundant,1,VIP,HSS,HSS
ENSG00000112499,SLC22A2,615,Ohnolog,63.54,1244,Unknown,LECA,49,redundant,4,Not,HSS,HSS
ENSG00000112511,PHF1,311,Ohnolog,21,1018,Unknown,Vertebrata,3295,critical,3,Not,HSS,HSS
ENSG00000112514,CUTA,796,Singleton,45.76,730,Unknown,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000112530,PACRG,796,SSD,10.62,1042,Unknown,LECA,3296,intermittent,4,Not,HSS,HSS
ENSG00000112531,QKI,615,SSD,4.1,2106,Unknown,LECA,3257,redundant,4,VIP,HSS,HSS
ENSG00000112539,C6orf118,435,Singleton,NA,114,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000112541,PDE10A,796,SSD,52.15,1558,Both,LECA,783,redundant,4,Not,HSS,HSS
ENSG00000112559,MDFI,435,SSD,33.62,614,Unknown,Vertebrata,3299,redundant,1,VIP,HSS,HSS
ENSG00000112561,TFEB,435,Ohnolog,15.29,1400,Unknown,Bilateria,852,redundant,3,Not,HSS,HSS
ENSG00000112562,SMOC2,435,Ohnolog,55.41,1092,Recessive,Vertebrata,3301,redundant,4,Not,HSS,HSS
ENSG00000112576,CCND3,311,Ohnolog,5.5,1836,Unknown,LECA,2473,redundant,2,VIP,HSS,HSS
ENSG00000112578,BYSL,796,Singleton,11.67,2480,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000112584,FAM120B,615,Ohnolog,80.03,382,Unknown,Vertebrata,533,redundant,4,Not,HSS,HSS
ENSG00000112592,TBP,615,Ohnolog,6.48,4806,Dominant,LECA,395,redundant,4,VIP,HSS,HSS
ENSG00000112599,GUCA1B,615,SSD,50.31,2072,Unknown,LECA,423,redundant,4,Not,HSS,HSS
ENSG00000112619,PRPH2,615,SSD,36.43,912,Both,Bilateria,1,intermittent,4,Not,HSS,HSS
ENSG00000112624,BICRAL,435,SSD,NA,92,None,Vertebrata,695,redundant,4,Not,HSS,HSS
ENSG00000112640,PPP2R5D,435,Ohnolog,19.74,2154,Dominant,LECA,784,intermittent,3,VIP,HSS,HSS
ENSG00000112651,MRPL2,796,SSD,51.79,3548,Unknown,LECA,3309,redundant,3,Not,HSS,HSS
ENSG00000112655,PTK7,796,Singleton,29.42,4064,Unknown,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000112658,SRF,615,SSD,1.12,3438,Unknown,LECA,850,redundant,4,VIP,HSS,HSS
ENSG00000112659,CUL9,105,SSD,48.15,760,Unknown,Eutheria,495,redundant,4,VIP,HSS,HSS
ENSG00000112667,DNPH1,615,Singleton,44.86,458,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000112685,EXOC2,796,Singleton,34.26,1708,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000112695,COX7A2,615,SSD,47.63,1290,Unknown,Bilateria,3313,redundant,3,Not,HSS,HSS
ENSG00000112697,TMEM30A,796,Ohnolog,19.69,1136,Unknown,LECA,3314,redundant,4,VIP,HSS,HSS
ENSG00000112699,GMDS,796,SSD,3.84,1418,Unknown,Opisthokonta,1474,redundant,1,VIP,HSS,HSS
ENSG00000112701,SENP6,435,Ohnolog,19.19,1364,Unknown,LECA,3316,redundant,3,Not,HSS,HSS
ENSG00000112706,IMPG1,413,SSD,68.62,422,Dominant,Gnathostomata,1269,critical,1,Not,HSS,HSS
ENSG00000112715,VEGFA,435,SSD,0.1,7332,Unknown,LECA,3318,critical,3,Not,HSS,HSS
ENSG00000112739,PRPF4B,796,SSD,3.38,1614,Unknown,LECA,138,intermittent,2,VIP,HSS,HSS
ENSG00000112742,TTK,435,SSD,14.89,2400,Unknown,LECA,3320,redundant,4,Not,HSS,HSS
ENSG00000112759,SLC29A1,796,Ohnolog,50.62,1004,Unknown,LECA,3321,redundant,4,Not,Strict,ASN
ENSG00000112761,CCN6,435,SSD,NA,346,Recessive,Bilateria,713,intermittent,4,Not,HSS,HSS
ENSG00000112763,BTN2A1,96,SSD,89.63,412,Unknown,LECA,383,redundant,4,Not,HSS,HSS
ENSG00000112769,LAMA4,435,SSD,35.21,1608,Dominant,LECA,484,redundant,1,Not,HSS,HSS
ENSG00000112773,TENT5A,615,Ohnolog,NA,866,Recessive,Bilateria,3325,redundant,4,Not,HSS,HSS
ENSG00000112782,CLIC5,615,Ohnolog,29.16,1048,Recessive,LECA,770,redundant,4,Not,HSS,HSS
ENSG00000112787,FBRSL1,435,Ohnolog,78.61,302,None,Vertebrata,3327,redundant,3,Not,HSS,HSS
ENSG00000112799,LY86,435,Singleton,78.99,1888,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000112812,PRSS16,435,SSD,76.67,484,Unknown,LECA,3329,intermittent,2,Not,HSS,HSS
ENSG00000112818,MEP1A,158,Ohnolog,64.23,948,Unknown,LECA,343,redundant,4,Not,HSS,HSS
ENSG00000112851,ERBIN,435,Ohnolog,NA,2228,Unknown,LECA,415,redundant,1,Not,HSS,HSS
ENSG00000112852,PCDHB2,158,SSD,73.1,448,Unknown,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000112855,HARS2,796,SSD,35.13,1966,Recessive,LECA,3334,redundant,4,VIP,HSS,HSS
ENSG00000112874,NUDT12,435,SSD,23.98,2444,None,Opisthokonta,2665,redundant,4,Not,HSS,HSS
ENSG00000112877,CEP72,435,SSD,83.89,684,Unknown,LECA,3336,redundant,4,Not,Strict,EUR
ENSG00000112893,MAN2A1,796,Ohnolog,35.34,930,Unknown,LECA,277,intermittent,4,Not,HSS,HSS
ENSG00000112936,C7,435,Ohnolog,69.38,482,Unknown,LECA,6,redundant,4,Not,HSS,HSS
ENSG00000112941,TENT4A,435,Ohnolog,NA,1742,Unknown,LECA,3340,redundant,2,Not,HSS,HSS
ENSG00000112964,GHR,435,SSD,6.7,1154,Both,Vertebrata,100,intermittent,4,Not,HSS,HSS
ENSG00000112972,HMGCS1,796,SSD,18.84,1676,Unknown,Gnathostomata,3342,redundant,2,Not,HSS,HSS
ENSG00000112977,DAP,43,Singleton,71.27,698,Unknown,Singleton,0,critical,4,Not,HSS,HSS
ENSG00000112981,NME5,615,SSD,24.49,1304,Unknown,LECA,238,redundant,3,VIP,HSS,HSS
ENSG00000112983,BRD8,615,Singleton,13.19,2288,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000112984,KIF20A,615,SSD,20.24,3190,Unknown,LECA,592,redundant,4,VIP,HSS,HSS
ENSG00000112992,NNT,796,Singleton,5.84,930,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000112996,MRPS30,615,Singleton,49.61,828,Unknown,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000113013,HSPA9,796,SSD,1.51,4958,Both,LECA,499,critical,3,VIP,HSS,HSS
ENSG00000113048,MRPS27,615,Singleton,49.68,676,Unknown,Singleton,0,redundant,3,VIP,HSS,HSS
ENSG00000113068,PFDN1,796,Singleton,4.74,1600,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113070,HBEGF,435,SSD,3.87,2070,Unknown,Gnathostomata,2963,redundant,4,Not,HSS,HSS
ENSG00000113083,LOX,615,Ohnolog,1.23,3562,Dominant,LECA,291,intermittent,4,VIP,HSS,HSS
ENSG00000113088,GZMK,105,SSD,79.02,1386,Unknown,LECA,333,redundant,1,Not,HSS,HSS
ENSG00000113100,CDH9,351,Ohnolog,34.45,1110,Unknown,LECA,455,redundant,4,Not,HSS,HSS
ENSG00000113108,APBB3,158,Ohnolog,30.01,348,Unknown,LECA,3351,redundant,2,Not,HSS,HSS
ENSG00000113119,TMCO6,435,Singleton,49.31,10,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113140,SPARC,796,Ohnolog,4.05,2354,Recessive,Gnathostomata,3352,redundant,4,VIP,HSS,HSS
ENSG00000113141,IK,158,SSD,13.47,702,Unknown,LECA,1995,redundant,4,VIP,HSS,HSS
ENSG00000113161,HMGCR,796,Singleton,9.52,2838,None,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000113163,COL4A3BP,796,SSD,14.73,832,Dominant,LECA,2648,redundant,4,Not,HSS,HSS
ENSG00000113194,FAF2,615,SSD,15.26,1760,Unknown,LECA,2393,redundant,4,VIP,HSS,HSS
ENSG00000113196,HAND1,435,Ohnolog,9.59,630,Unknown,Bilateria,3356,redundant,4,Not,HSS,HSS
ENSG00000113205,PCDHB3,311,SSD,80.65,500,Unknown,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000113209,PCDHB5,105,SSD,72.96,562,Unknown,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000113211,PCDHB6,105,SSD,79.74,612,Unknown,LECA,1287,intermittent,4,Not,HSS,HSS
ENSG00000113212,PCDHB7,105,SSD,78.39,604,Unknown,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000113231,PDE8B,435,Ohnolog,32.36,862,Dominant,LECA,783,redundant,4,Not,HSS,HSS
ENSG00000113240,CLK4,311,Ohnolog,23.57,1594,Unknown,LECA,211,redundant,3,Not,HSS,HSS
ENSG00000113248,PCDHB15,105,SSD,78.91,590,Unknown,LECA,1287,redundant,1,Not,HSS,HSS
ENSG00000113249,HAVCR1,29,SSD,97.55,932,Unknown,Bilateria,3364,redundant,4,VIP,HSS,HSS
ENSG00000113262,GRM6,351,Ohnolog,55.3,1422,Recessive,LECA,3365,redundant,4,Not,HSS,HSS
ENSG00000113263,ITK,435,Ohnolog,25.39,2794,Recessive,LECA,5,redundant,3,VIP,HSS,HSS
ENSG00000113269,RNF130,435,Ohnolog,32.23,1326,None,LECA,1317,redundant,4,Not,HSS,HSS
ENSG00000113272,THG1L,796,Singleton,35.03,506,None,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000113273,ARSB,615,Ohnolog,54.24,960,Recessive,Bilateria,134,redundant,4,Not,HSS,HSS
ENSG00000113282,CLINT1,615,SSD,2.09,1332,Unknown,LECA,542,redundant,2,VIP,HSS,HSS
ENSG00000113296,THBS4,615,Ohnolog,36.79,1262,Unknown,LECA,2023,redundant,3,Not,HSS,HSS
ENSG00000113300,CNOT6,435,Ohnolog,9.99,1382,Unknown,LECA,285,redundant,2,VIP,HSS,HSS
ENSG00000113302,IL12B,435,Singleton,48.12,524,Recessive,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000113303,BTNL8,43,SSD,99.19,528,Unknown,LECA,383,redundant,4,Not,HSS,HSS
ENSG00000113312,TTC1,796,SSD,38.06,1194,Unknown,LECA,70,intermittent,4,VIP,HSS,HSS
ENSG00000113318,MSH3,615,SSD,18.27,1762,Recessive,LECA,628,redundant,1,VIP,HSS,HSS
ENSG00000113319,RASGRF2,615,SSD,32.53,1690,Unknown,LECA,640,redundant,4,Not,HSS,HSS
ENSG00000113327,GABRG2,435,Ohnolog,11.88,2640,Dominant,Bilateria,262,redundant,4,Not,HSS,HSS
ENSG00000113328,CCNG1,435,Ohnolog,7.57,3258,Unknown,LECA,2473,redundant,4,Not,HSS,HSS
ENSG00000113356,POLR3G,96,Ohnolog,38.97,634,Unknown,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000113360,DROSHA,796,Singleton,7.71,5246,Unknown,Singleton,0,redundant,4,VIP,Strict,ASN
ENSG00000113361,CDH6,615,Ohnolog,5.78,1066,Unknown,LECA,455,redundant,4,Not,HSS,HSS
ENSG00000113368,LMNB1,615,Ohnolog,11.52,3036,Dominant,LECA,103,redundant,3,VIP,HSS,HSS
ENSG00000113369,ARRDC3,615,Ohnolog,10.63,1226,Unknown,Opisthokonta,2563,redundant,4,Not,HSS,HSS
ENSG00000113384,GOLPH3,796,SSD,7,3218,Unknown,Vertebrata,3381,redundant,4,VIP,HSS,HSS
ENSG00000113387,SUB1,796,Singleton,11.35,2036,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113389,NPR3,615,SSD,26.99,1388,Unknown,LECA,678,redundant,4,Not,HSS,HSS
ENSG00000113391,FAM172A,796,Singleton,1.91,276,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113396,SLC27A6,615,Ohnolog,60.7,1008,None,LECA,854,intermittent,4,Not,HSS,HSS
ENSG00000113407,TARS,413,Ohnolog,15.33,2298,Unknown,Opisthokonta,3384,redundant,3,VIP,HSS,HSS
ENSG00000113430,IRX4,105,Ohnolog,62.07,1052,Unknown,LECA,3385,redundant,4,Not,HSS,HSS
ENSG00000113441,LNPEP,615,SSD,30.65,1446,Unknown,LECA,986,redundant,4,Not,HSS,HSS
ENSG00000113448,PDE4D,105,Ohnolog,4.24,1856,Dominant,LECA,783,redundant,4,Not,HSS,HSS
ENSG00000113456,RAD1,796,Singleton,22.51,1112,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113460,BRIX1,796,Singleton,6.52,2688,Unknown,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000113492,AGXT2,796,SSD,50.19,1266,None,Opisthokonta,749,redundant,4,Not,HSS,HSS
ENSG00000113494,PRLR,351,SSD,16.33,1092,Both,Vertebrata,100,redundant,1,VIP,HSS,HSS
ENSG00000113504,SLC12A7,615,Ohnolog,70.3,948,Unknown,Opisthokonta,727,redundant,4,Not,HSS,HSS
ENSG00000113520,IL4,73,Singleton,72.87,5020,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113522,RAD50,158,SSD,4.46,1756,Unknown,LECA,3391,intermittent,2,VIP,HSS,HSS
ENSG00000113525,IL5,158,Singleton,65.54,2616,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113532,ST8SIA4,615,Ohnolog,15.35,918,Unknown,Vertebrata,2088,redundant,4,Not,HSS,HSS
ENSG00000113552,GNPDA1,796,Ohnolog,13.7,1126,Unknown,LECA,3393,redundant,1,Not,HSS,HSS
ENSG00000113555,PCDH12,435,SSD,66.79,642,Recessive,LECA,1287,redundant,4,Not,HSS,HSS
ENSG00000113558,SKP1,796,Singleton,0.85,4562,Unknown,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113569,NUP155,796,Singleton,12.19,1884,Recessive,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113575,PPP2CA,796,SSD,2.18,5864,Dominant,LECA,258,intermittent,1,VIP,HSS,HSS
ENSG00000113578,FGF1,435,Ohnolog,0.25,2956,Unknown,Bilateria,906,redundant,4,Not,HSS,HSS
ENSG00000113580,NR3C1,435,SSD,0.46,4542,Dominant,Bilateria,1298,redundant,4,VIP,HSS,HSS
ENSG00000113583,C5orf15,413,Singleton,NA,436,None,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000113593,PPWD1,796,SSD,10.01,1148,Unknown,LECA,1346,redundant,1,Not,HSS,HSS
ENSG00000113594,LIFR,351,SSD,54.2,1186,Recessive,Vertebrata,100,redundant,4,VIP,Intermediate,HSS
ENSG00000113595,TRIM23,796,SSD,19.45,3656,Unknown,LECA,35,intermittent,3,VIP,HSS,HSS
ENSG00000113597,TRAPPC13,796,Singleton,17.31,236,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113600,C9,435,Ohnolog,85.32,614,Unknown,LECA,6,redundant,4,VIP,HSS,HSS
ENSG00000113615,SEC24A,796,Ohnolog,28.45,1480,Unknown,Opisthokonta,3402,redundant,1,Not,HSS,HSS
ENSG00000113621,TXNDC15,615,Singleton,58.85,270,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113638,TTC33,435,Singleton,39.41,1552,None,Singleton,0,intermittent,4,Not,HSS,HSS
ENSG00000113643,RARS,796,SSD,2.73,2960,Recessive,Bilateria,3403,critical,1,VIP,HSS,HSS
ENSG00000113645,WWC1,796,Ohnolog,37.77,1480,None,LECA,515,redundant,4,Not,HSS,HSS
ENSG00000113648,H2AFY,435,Ohnolog,17.22,2238,Unknown,LECA,1727,redundant,2,VIP,HSS,HSS
ENSG00000113649,TCERG1,615,Ohnolog,3.91,2474,Unknown,LECA,1955,intermittent,3,VIP,HSS,HSS
ENSG00000113657,DPYSL3,435,Ohnolog,17.82,1514,Unknown,Bilateria,994,intermittent,2,VIP,HSS,HSS
ENSG00000113658,SMAD5,615,Ohnolog,11.29,2116,Unknown,Bilateria,2089,critical,3,Not,HSS,HSS
ENSG00000113712,CSNK1A1,796,SSD,3.11,2094,Unknown,LECA,390,redundant,2,VIP,Strict,ASN
ENSG00000113716,HMGXB3,615,Singleton,22.89,148,None,Singleton,0,intermittent,1,Not,HSS,HSS
ENSG00000113719,ERGIC1,796,SSD,50.02,1336,Recessive,LECA,1452,redundant,4,VIP,HSS,HSS
ENSG00000113721,PDGFRB,435,Ohnolog,3.06,4176,Dominant,LECA,386,intermittent,2,VIP,HSS,HSS
ENSG00000113722,CDX1,311,Ohnolog,40.74,1470,Unknown,LECA,3412,redundant,4,Not,HSS,HSS
ENSG00000113732,ATP6V0E1,615,Ohnolog,31.08,512,Unknown,LECA,3413,critical,4,Not,HSS,HSS
ENSG00000113734,BNIP1,796,Singleton,47.96,928,Unknown,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000113739,STC2,615,Ohnolog,26.91,1350,Unknown,Gnathostomata,3414,redundant,4,Not,HSS,HSS
ENSG00000113742,CPEB4,615,Ohnolog,11.63,878,Unknown,LECA,2814,redundant,4,Not,HSS,HSS
ENSG00000113749,HRH2,435,SSD,72.39,882,Unknown,Bilateria,887,redundant,3,Not,HSS,HSS
ENSG00000113758,DBN1,435,Ohnolog,52.59,1542,Unknown,LECA,1387,redundant,1,VIP,HSS,HSS
ENSG00000113761,ZNF346,435,SSD,55.52,670,Unknown,Bilateria,3418,redundant,4,VIP,HSS,HSS
ENSG00000113763,UNC5A,435,Ohnolog,29.62,1868,Unknown,LECA,2794,redundant,1,Not,HSS,HSS
ENSG00000113790,EHHADH,435,SSD,61.84,1744,Dominant,LECA,1363,redundant,4,Not,HSS,HSS
ENSG00000113805,CNTN3,413,Ohnolog,46.35,1702,Unknown,LECA,320,redundant,2,Not,HSS,HSS
ENSG00000113810,SMC4,796,SSD,6.84,3442,Unknown,LECA,983,redundant,4,VIP,HSS,HSS
ENSG00000113811,SELENOK,796,Singleton,NA,488,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113812,ACTR8,796,SSD,25.35,1680,None,LECA,1060,redundant,4,Not,HSS,HSS
ENSG00000113838,TBCCD1,615,Singleton,38.49,186,None,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000113845,TIMMDC1,796,Singleton,73.59,514,Recessive,Singleton,0,intermittent,2,VIP,HSS,HSS
ENSG00000113851,CRBN,615,Singleton,31.14,798,Recessive,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000113889,KNG1,311,SSD,48.83,0,None,Gnathostomata,1555,redundant,4,Not,HSS,HSS
ENSG00000113905,HRG,311,SSD,84.46,1020,Dominant,Gnathostomata,1555,redundant,4,Not,HSS,HSS
ENSG00000113916,BCL6,413,SSD,3.15,2892,Unknown,LECA,617,redundant,4,VIP,HSS,HSS
ENSG00000113924,HGD,796,Singleton,17.15,1430,Recessive,Singleton,0,redundant,4,Not,Intermediate,HSS
ENSG00000113946,CLDN16,435,SSD,61.68,518,Recessive,Chordata,279,redundant,4,Not,HSS,HSS
ENSG00000113966,ARL6,796,SSD,10.16,2646,Recessive,LECA,35,redundant,4,Not,HSS,HSS
ENSG00000113971,NPHP3,96,SSD,40.02,1734,Recessive,LECA,690,intermittent,4,VIP,HSS,HSS
ENSG00000114013,CD86,311,SSD,64.85,3262,Unknown,LECA,3430,redundant,2,VIP,HSS,HSS
ENSG00000114019,AMOTL2,435,Ohnolog,55.26,1014,Unknown,LECA,3431,redundant,4,Not,HSS,HSS
ENSG00000114021,NIT2,796,SSD,50.9,1146,Unknown,Opisthokonta,1784,redundant,4,Not,HSS,HSS
ENSG00000114023,FAM162A,796,SSD,59.59,580,Unknown,Gnathostomata,3433,redundant,4,VIP,HSS,HSS
ENSG00000114026,OGG1,796,Singleton,31.15,1876,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000114030,KPNA1,796,Ohnolog,11.62,1946,Unknown,LECA,374,redundant,4,VIP,HSS,HSS
ENSG00000114054,PCCB,796,SSD,44.47,1444,Recessive,Bilateria,3435,redundant,3,VIP,HSS,HSS
ENSG00000114062,UBE3A,796,SSD,2.11,0,Dominant,LECA,20,intermittent,4,VIP,HSS,HSS
ENSG00000114098,ARMC8,615,Singleton,10.75,734,None,Singleton,0,redundant,2,VIP,HSS,HSS
ENSG00000114107,CEP70,435,Singleton,54.39,840,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000114113,RBP2,435,Ohnolog,42.5,660,Unknown,Bilateria,3437,redundant,3,Not,HSS,HSS
ENSG00000114115,RBP1,615,Ohnolog,43.07,826,Unknown,Bilateria,3437,redundant,3,Not,HSS,HSS
ENSG00000114120,SLC25A36,615,Ohnolog,15.92,1010,Unknown,LECA,53,redundant,4,Not,HSS,HSS
ENSG00000114124,GRK7,615,SSD,65.2,1060,Unknown,LECA,1799,intermittent,4,Not,HSS,HSS
ENSG00000114125,RNF7,796,SSD,19.46,1978,Unknown,LECA,1885,intermittent,4,VIP,HSS,HSS
ENSG00000114126,TFDP2,435,Ohnolog,19.91,2024,Unknown,LECA,3442,redundant,2,VIP,HSS,HSS
ENSG00000114127,XRN1,796,SSD,23.25,2818,Unknown,LECA,1492,intermittent,4,VIP,HSS,HSS
ENSG00000114166,KAT2B,615,Ohnolog,1.22,4178,Unknown,LECA,207,redundant,4,VIP,HSS,HSS
ENSG00000114200,BCHE,796,Ohnolog,14.36,1992,Unknown,LECA,486,redundant,1,Not,HSS,HSS
ENSG00000114204,SERPINI2,413,Ohnolog,45.52,334,Unknown,LECA,339,redundant,4,Not,HSS,HSS
ENSG00000114209,PDCD10,796,Singleton,8.55,984,Unknown,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000114248,LRRC31,435,Singleton,82.26,250,None,Singleton,0,intermittent,3,Not,HSS,HSS
ENSG00000114251,WNT5A,413,Ohnolog,1.83,3528,Dominant,Bilateria,19,redundant,1,VIP,HSS,HSS
ENSG00000114268,PFKFB4,796,Ohnolog,51.15,1130,Unknown,LECA,3448,redundant,4,Not,HSS,HSS
ENSG00000114270,COL7A1,105,Ohnolog,45.68,1316,Both,LECA,535,redundant,1,Not,HSS,HSS
ENSG00000114279,FGF12,435,Ohnolog,3.96,2082,Dominant,Bilateria,906,redundant,4,Not,HSS,HSS
ENSG00000114302,PRKAR2A,796,Ohnolog,39.8,2302,Unknown,LECA,76,intermittent,4,VIP,HSS,HSS
ENSG00000114315,HES1,615,SSD,11.45,1120,Unknown,Opisthokonta,890,redundant,3,Not,HSS,HSS
ENSG00000114316,USP4,413,Ohnolog,16.29,1618,Unknown,LECA,438,intermittent,4,Not,HSS,HSS
ENSG00000114331,ACAP2,615,Ohnolog,13.85,1336,Unknown,LECA,509,redundant,3,VIP,HSS,HSS
ENSG00000114346,ECT2,615,Singleton,10.22,1722,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000114349,GNAT1,615,Ohnolog,17.64,1958,Both,LECA,662,intermittent,3,Not,Strict,ASN
ENSG00000114353,GNAI2,43,Ohnolog,9.28,2846,Dominant,LECA,662,intermittent,4,VIP,Strict,ASN
ENSG00000114354,TFG,615,Singleton,12.14,970,Both,Singleton,0,intermittent,4,VIP,HSS,HSS
ENSG00000114374,USP9Y,615,SSD,69.25,0,Unknown,LECA,438,intermittent,4,VIP,HSS,HSS
ENSG00000114378,HYAL1,796,Ohnolog,65.22,772,Recessive,Vertebrata,844,redundant,4,Not,Strict,ASN
ENSG00000114383,TUSC2,796,Singleton,16.94,352,Unknown,Singleton,0,redundant,1,Not,Strict,ASN
ENSG00000114388,NPRL2,796,Singleton,16.39,644,Dominant,Singleton,0,redundant,4,Not,Strict,ASN
ENSG00000114391,RPL24,796,SSD,15.39,2492,Unknown,Opisthokonta,3459,redundant,3,VIP,HSS,HSS
ENSG00000114395,CYB561D2,615,SSD,23.16,178,Unknown,LECA,3460,intermittent,3,Not,Strict,ASN
ENSG00000114405,C3orf14,435,Singleton,NA,324,None,Singleton,0,redundant,1,Not,HSS,HSS
ENSG00000114416,FXR1,796,Ohnolog,3.43,2630,Unknown,LECA,2146,redundant,4,VIP,HSS,HSS
ENSG00000114423,CBLB,615,Ohnolog,13.39,0,Unknown,LECA,3054,redundant,1,Not,HSS,HSS
ENSG00000114439,BBX,435,SSD,8.82,584,None,LECA,1218,redundant,4,VIP,HSS,HSS
ENSG00000114446,IFT57,796,Singleton,18.92,1194,Recessive,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000114450,GNB4,796,Ohnolog,32.89,2856,Dominant,LECA,895,redundant,1,VIP,HSS,HSS
ENSG00000114473,IQCG,413,Singleton,85.64,436,Unknown,Singleton,0,redundant,4,Not,HSS,HSS
ENSG00000114480,GBE1,796,SSD,9.2,1858,Recessive,LECA,3466,redundant,1,Not,HSS,HSS
ENSG00000114487,MORC1,311,SSD,69.23,584,Unknown,LECA,3467,redundant,2,Not,HSS,HSS
ENSG00000114491,UMPS,435,Singleton,31.3,3364,Recessive,Singleton,0,redundant,4,VIP,HSS,HSS
ENSG00000114503,NCBP2,435,SSD,18.16,2890,Unknown,LECA,3468,redundant,4,VIP,HSS,HSS
ENSG00000114520,SNX4,615,SSD,13.03,1556,Unknown,LECA,22,redundant,4,VIP,HSS,HSS
ENSG00000114529,C3orf52,43,Singleton,NA,162,Unknown,Singleton,0,redundant,3,Not,HSS,HSS
ENSG00000114541,FRMD4B,413,Ohnolog,25.78,790,Unknown,Bilateria,1639,critical,1,Not,HSS,HSS
ENSG00000114544,SLC41A3,158,Ohnolog,82.38,312,Unknown,Vertebrata,3471,redundant,2,Not,HSS,HSS
ENSG00000114547,ROPN1B,615,SSD,78.95,300,None,LECA,757,redundant,4,Not,HSS,HSS
ENSG00000114554,PLXNA1,796,Ohnolog,57.55,1286,Unknown,LECA,37,redundant,2,Not,HSS,HSS
ENSG00000114573,ATP6V1A,796,SSD,11.97,2624,Both,Opisthokonta,3099,redundant,3,VIP,HSS,HSS
ENSG00000114626,ABTB1,615,SSD,56.17,2068,Unknown,LECA,733,redundant,4,Not,HSS,HSS
ENSG00000114631,PODXL2,311,Singleton,71.04,376,Unknown,Singleton,0,redundant,2,Not,HSS,HSS
ENSG00000114638,UPK1B,435,SSD,41.68,730,Unknown,Bilateria,1,redundant,1,Not,HSS,HSS
