Family_id,Total_members,Ancient,Euteleostomi,Amniotes,Placentals,Recent,Ohnologs,SSDs,Dominant,Recessive,Both,Unknown,None,Family_Root
1718,10,0.6,0.3,0.1,0,0,0.2,0.8,0.1,0.2,0,0.7,0,Opisthokonta
1719,2,0.5,0.5,0,0,0,1,0,0,0,0,1,0,LECA
172,12,0.166666666666667,0.166666666666667,0.0833333333333333,0.25,0.25,0.25,0.75,0,0.166666666666667,0,0.666666666666667,0.166666666666667,Opisthokonta
1721,4,0.5,0.5,0,0,0,1,0,0,0,0,1,0,LECA
1725,6,0,0.5,0.333333333333333,0.166666666666667,0,0,1,0,0,0,0.5,0.5,Vertebrata
1727,28,0.25,0.0357142857142857,0.0714285714285714,0.214285714285714,0.357142857142857,0.214285714285714,0.785714285714286,0,0,0,0.75,0.25,LECA
1728,3,0.666666666666667,0,0.333333333333333,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Vertebrata
1731,6,0.5,0.166666666666667,0,0.166666666666667,0.166666666666667,0.833333333333333,0.166666666666667,0,0.333333333333333,0,0.5,0.166666666666667,Bilateria
1738,3,1,0,0,0,0,1,0,0,0,0,1,0,Chordata
1743,2,0,0,0.5,0,0.5,0,1,0.5,0,0,0.5,0,Tetrapoda
1745,23,0.304347826086957,0.391304347826087,0.130434782608696,0.130434782608696,0.0434782608695652,0.260869565217391,0.739130434782609,0.0434782608695652,0,0.0434782608695652,0.695652173913043,0.217391304347826,LECA
1746,2,0.5,0.5,0,0,0,1,0,0,0,0,0.5,0.5,LECA
1747,7,0.428571428571429,0.142857142857143,0.142857142857143,0.285714285714286,0,1,0,0,0,0,1,0,LECA
17470,2,0,0,0,0,1,0,1,0,0,0,1,0,Catarrhini
1748,4,1,0,0,0,0,0.5,0.5,0,0.75,0,0.25,0,Bilateria
17482,14,0,0,0,0,1,0,1,0,0,0,0.857142857142857,0.142857142857143,Simiiformes
17483,3,0,0,0,0,1,0,1,0,0,0,0,1,Simiiformes
17487,2,0,0,0,0,1,0,1,0,0,0,0,1,Homo sapiens
17496,2,0,0,0,0,1,0,1,0,0,0,0.5,0.5,Homo sapiens
1750,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,1,0.333333333333333,0.333333333333333,0,0,0.333333333333333,Opisthokonta
17505,4,0,0,0,0,1,0,1,0,0,0,0,1,Hominoidea
17507,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Eutheria
1751,2,0,0,0.5,0,0.5,0,1,0,0,0,0.5,0.5,Gnathostomata
1752,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
17534,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Bilateria
1755,4,0.75,0.25,0,0,0,1,0,0,0,0,1,0,LECA
1756,3,1,0,0,0,0,0,1,0,0,0,1,0,Gnathostomata
17563,2,0,0,0,1,0,0,1,0,0,0,1,0,Catarrhini
176,5,1,0,0,0,0,1,0,0.4,0,0,0.6,0,Vertebrata
1760,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
17608,3,0,0,0,0,0.666666666666667,0,1,0,0,0,0,1,Euteleostomi
1762,2,0.5,0.5,0,0,0,1,0,0,0,0,1,0,LECA
17645,2,0,0,0,0,1,0,1,0,0,0,0,1,Catarrhini
1766,2,1,0,0,0,0,1,0,0,0,0,1,0,Vertebrata
17660,2,1,0,0,0,0,0,1,0,0,0,0,1,LECA
17697,3,0,0,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0.666666666666667,Euteleostomi
17711,2,0,1,0,0,0,0,1,0,0,0,0,1,Gnathostomata
1773,4,0.25,0,0.75,0,0,0,1,0,0,0,0.5,0.5,LECA
1777,3,0.333333333333333,0,0,0.333333333333333,0,0,1,0,0,0,1,0,LECA
1778,9,0.444444444444444,0.111111111111111,0.444444444444444,0,0,0.222222222222222,0.777777777777778,0,0.111111111111111,0,0.666666666666667,0.222222222222222,Opisthokonta
178,3,0,0.333333333333333,0,0,0.666666666666667,0,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,LECA
1780,8,0.25,0.125,0.375,0.25,0,0.375,0.625,0,0.125,0,0.5,0.375,Opisthokonta
1782,3,0.666666666666667,0,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.333333333333333,LECA
1784,3,1,0,0,0,0,0,1,0,0.333333333333333,0,0.666666666666667,0,Opisthokonta
1786,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,1,0,0,0,1,0,LECA
1789,3,1,0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,LECA
179,17,0.529411764705882,0.176470588235294,0.117647058823529,0.117647058823529,0,0.764705882352941,0.235294117647059,0.0588235294117647,0.0588235294117647,0,0.764705882352941,0.117647058823529,LECA
1790,18,0.555555555555556,0.222222222222222,0.166666666666667,0,0.0555555555555556,0.555555555555556,0.444444444444444,0.0555555555555556,0.0555555555555556,0,0.555555555555556,0.333333333333333,Opisthokonta
1792,2,1,0,0,0,0,0,1,0,0.5,0,0.5,0,LECA
1795,4,0.5,0.5,0,0,0,0.75,0.25,0,0.5,0,0.5,0,Bilateria
1796,4,0,0.25,0.75,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0,LECA
1799,8,0.375,0.25,0.375,0,0,0.375,0.625,0,0,0,0.875,0.125,Bilateria
18,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,1,0,Gnathostomata
180,21,0.238095238095238,0.238095238095238,0.0476190476190476,0.476190476190476,0,0.380952380952381,0.619047619047619,0.0476190476190476,0.0952380952380952,0,0.761904761904762,0.0952380952380952,Bilateria
1800,2,0,0,0.5,0.5,0,1,0,0,0,0,1,0,Bilateria
18009,3,1,0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Gnathostomata
18066,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1807,2,1,0,0,0,0,0,1,0,0,0,0,1,Homo sapiens
1809,2,0,0.5,0,0,0.5,1,0,0,0.5,0,0.5,0,LECA
181,4,0.5,0.25,0.25,0,0,1,0,0,0.25,0,0.25,0.5,Vertebrata
1810,5,0.4,0,0,0.2,0,0,1,0,0,0,0.4,0.6,Bilateria
18104,2,0,0,0,0.5,0.5,0,1,0,0,0,0.5,0.5,Simiiformes
1814,2,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0.5,Bilateria
18168,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
1817,2,0.5,0,0,0,0.5,0,1,0.5,0,0,0,0.5,Homo sapiens
1818,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,Bilateria
1819,7,0.428571428571429,0.142857142857143,0.285714285714286,0.142857142857143,0,0.285714285714286,0.714285714285714,0,0.285714285714286,0,0.142857142857143,0.571428571428571,LECA
182,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0,0.666666666666667,LECA
1820,14,0.428571428571429,0.5,0.0714285714285714,0,0,0.5,0.5,0.0714285714285714,0,0.0714285714285714,0.714285714285714,0.142857142857143,Opisthokonta
1821,15,0.4,0.4,0.133333333333333,0.0666666666666667,0,0.6,0.4,0.133333333333333,0,0,0.733333333333333,0.133333333333333,Opisthokonta
1822,12,0.666666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.833333333333333,0.166666666666667,0,0.166666666666667,0.166666666666667,0.416666666666667,0.25,Bilateria
1824,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,LECA
1828,2,0,0,0.5,0.5,0,0,1,1,0,0,0,0,LECA
18282,2,0,0,0,0,1,0,1,0,0,0,0,1,Boreoeutheria
1829,4,0,0,0.75,0.25,0,0,1,0,0,0,0.25,0.75,Euteleostomi
18296,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Catarrhini
18298,2,0,0,0,0.5,0.5,0,1,0,0,0,0,1,LECA
183,2,1,0,0,0,0,0,1,0.5,0,0,0.5,0,LECA
1830,2,1,0,0,0,0,1,0,0,0,0,1,0,Chordata
18305,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1832,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,1,0,Bilateria
1835,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,LECA
18355,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
18366,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
1839,2,0.5,0,0.5,0,0,0,1,0,0.5,0,0,0.5,Chordata
184,7,0.428571428571429,0.285714285714286,0.285714285714286,0,0,0.857142857142857,0.142857142857143,0.142857142857143,0.142857142857143,0,0.714285714285714,0,LECA
1841,3,1,0,0,0,0,1,0,0,0,0,1,0,Vertebrata
1842,15,0.4,0.133333333333333,0.333333333333333,0.133333333333333,0,0,1,0,0,0,0.2,0.8,Opisthokonta
1847,5,0.8,0,0,0,0,0.4,0.6,0,0.2,0,0.6,0.2,Bilateria
1848,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Vertebrata
185,10,0.3,0.4,0.1,0.2,0,1,0,0,0.3,0,0.5,0.2,Bilateria
1850,11,0,0.181818181818182,0.0909090909090909,0,0.727272727272727,0,1,0,0.0909090909090909,0,0.727272727272727,0.181818181818182,Gnathostomata
18501,2,0,0,0,1,0,0,1,0,0,0,0,1,Homo sapiens
1852,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Euteleostomi
1856,2,0.5,0.5,0,0,0,0,1,0.5,0,0,0.5,0,Bilateria
1857,21,0.380952380952381,0.285714285714286,0.238095238095238,0.0952380952380952,0,0.333333333333333,0.666666666666667,0.0952380952380952,0.0952380952380952,0,0.380952380952381,0.428571428571429,Opisthokonta
1858,2,1,0,0,0,0,1,0,0,0,0,1,0,LECA
186,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,1,0,LECA
1860,4,1,0,0,0,0,0.75,0.25,0,0,0,1,0,Chordata
1863,2,1,0,0,0,0,1,0,0,0,0,1,0,Gnathostomata
18637,2,0,0,0,1,0,0,1,0,0,0,0,1,Homo sapiens
1864,7,0,0,0.571428571428571,0,0.428571428571429,0,1,0.285714285714286,0,0,0.714285714285714,0,Euteleostomi
187,4,0,0.5,0.25,0.25,0,0.5,0.5,0.25,0.25,0,0.25,0.25,LECA
18709,2,0,0,1,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1876,3,0,0.333333333333333,0,0.666666666666667,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Gnathostomata
188,2,1,0,0,0,0,0,1,0,0,0,1,0,Chordata
1880,5,0,0.2,0.8,0,0,0,1,0,0,0,0.4,0.6,Gnathostomata
1881,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Vertebrata
1882,5,0.4,0,0.4,0.2,0,0.6,0.4,0.2,0,0,0.8,0,LECA
1885,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
1888,23,0.217391304347826,0.391304347826087,0.217391304347826,0.173913043478261,0,0.565217391304348,0.434782608695652,0.0434782608695652,0.130434782608696,0,0.739130434782609,0.0869565217391304,LECA
1889,2,1,0,0,0,0,1,0,0,0,0,0.5,0.5,LECA
189,2,0.5,0.5,0,0,0,1,0,0.5,0,0,0.5,0,Opisthokonta
1890,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0,Opisthokonta
1891,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Opisthokonta
1892,2,1,0,0,0,0,1,0,0,0.5,0,0.5,0,LECA
1893,2,1,0,0,0,0,0,1,0,0,0,1,0,Bilateria
1896,4,0,0.5,0.25,0,0.25,0,1,0,0,0,1,0,Bilateria
19,19,0.578947368421053,0.263157894736842,0.105263157894737,0.0526315789473684,0,0.736842105263158,0.263157894736842,0.0526315789473684,0.157894736842105,0.210526315789474,0.578947368421053,0,Bilateria
190,4,0.25,0.25,0.25,0.25,0,0,1,0,0,0,1,0,Bilateria
1900,7,0.142857142857143,0.142857142857143,0.428571428571429,0.285714285714286,0,0,1,0,0,0,0.571428571428571,0.428571428571429,Bilateria
1906,13,0.230769230769231,0.538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.153846153846154,0.846153846153846,0.0769230769230769,0,0.230769230769231,0.692307692307692,0,LECA
1908,5,0.6,0.4,0,0,0,0.6,0.4,0,0.2,0,0.8,0,LECA
191,4,1,0,0,0,0,1,0,0.75,0,0,0.25,0,Vertebrata
1911,2,0,0,0.5,0.5,0,0,1,0,0.5,0,0,0.5,Chordata
1917,5,1,0,0,0,0,0.6,0.4,0,0.2,0,0.6,0.2,Opisthokonta
1918,2,0.5,0,0,0.5,0,1,0,0,0,0,1,0,Vertebrata
1919,2,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,1,LECA
192,16,0.5,0.3125,0.0625,0.0625,0.0625,0.4375,0.5625,0,0.125,0,0.625,0.25,Chordata
1921,4,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,Bilateria
1923,2,0.5,0.5,0,0,0,1,0,0,0,0,0.5,0.5,Chordata
1924,4,0.5,0,0,0.5,0,0,1,0,0,0,0.25,0.75,LECA
1925,19,0.315789473684211,0.157894736842105,0.263157894736842,0.105263157894737,0.157894736842105,0.578947368421053,0.421052631578947,0.157894736842105,0.0526315789473684,0.0526315789473684,0.473684210526316,0.263157894736842,Opisthokonta
1928,2,1,0,0,0,0,0,1,0,0,0,1,0,Opisthokonta
193,24,0.25,0.333333333333333,0.125,0.291666666666667,0,0.5,0.5,0.0416666666666667,0.166666666666667,0.0416666666666667,0.75,0,Bilateria
1932,7,0.428571428571429,0.285714285714286,0.285714285714286,0,0,0.857142857142857,0.142857142857143,0.285714285714286,0.142857142857143,0,0.428571428571429,0.142857142857143,Bilateria
1933,22,0.454545454545455,0.181818181818182,0.136363636363636,0.181818181818182,0.0454545454545455,0.454545454545455,0.545454545454545,0,0.0454545454545455,0,0.863636363636364,0.0909090909090909,Bilateria
1935,8,0.375,0.125,0.375,0.125,0,0.875,0.125,0,0,0,1,0,Bilateria
1937,10,0.4,0.1,0.3,0,0.1,0.5,0.5,0,0,0,0.7,0.3,Opisthokonta
1938,6,0.5,0.333333333333333,0,0.166666666666667,0,0.5,0.5,0,0.166666666666667,0,0.5,0.333333333333333,Bilateria
194,10,0.2,0.2,0.4,0.1,0.1,0.5,0.5,0.2,0.3,0,0.5,0,Bilateria
1940,8,0.5,0,0.375,0.125,0,0.625,0.375,0,0.25,0.25,0.375,0.125,LECA
1942,3,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,0,0,1,0,Mammalia
1943,4,0.25,0.25,0.25,0.25,0,1,0,0,0,0,0.75,0.25,Bilateria
1944,8,0.375,0.375,0.25,0,0,0.75,0.25,0,0.125,0,0.875,0,Bilateria
1949,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,LECA
195,12,0.5,0.166666666666667,0.25,0.0833333333333333,0,0.666666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0,0.5,0.25,Bilateria
1951,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,0,0.666666666666667,0,LECA
1952,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
1953,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0.333333333333333,0,0,0,0.666666666666667,Opisthokonta
1955,3,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,LECA
1957,2,1,0,0,0,0,0,1,0,0,0,1,0,LECA
196,24,0.791666666666667,0.0833333333333333,0.0833333333333333,0.0416666666666667,0,0.541666666666667,0.458333333333333,0.125,0.0416666666666667,0,0.708333333333333,0.125,LECA
1960,2,0.5,0,0,0.5,0,0,1,0,1,0,0,0,Vertebrata
1961,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
1962,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,LECA
1964,5,0.4,0.2,0.2,0.2,0,0.4,0.6,0.2,0.2,0,0.4,0.2,Bilateria
1965,2,1,0,0,0,0,1,0,0,0,0,0.5,0.5,Vertebrata
19664,2,0,1,0,0,0,0,1,0,0,0,0,1,Simiiformes
1967,3,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,Bilateria
1968,3,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,Opisthokonta
19684,2,0,0,0,0,1,0,1,0,0,0,0,1,Homininae
197,2,1,0,0,0,0,1,0,0,0,0,0,1,Vertebrata
1970,2,1,0,0,0,0,1,0,0,0.5,0.5,0,0,LECA
1971,4,0.75,0.25,0,0,0,1,0,0.25,0,0,0.5,0.25,Opisthokonta
19717,2,0,0,0,0,0.5,0,1,0,0,0,0.5,0.5,Homo sapiens
1972,3,1,0,0,0,0,0,1,0,0,0,0.666666666666667,0.333333333333333,LECA
19762,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Homo sapiens
1977,8,0.5,0.125,0.375,0,0,0.625,0.375,0,0.125,0,0.5,0.375,Opisthokonta
1984,12,0.666666666666667,0.166666666666667,0.166666666666667,0,0,0.583333333333333,0.416666666666667,0.25,0,0.0833333333333333,0.666666666666667,0,Bilateria
1985,4,0.5,0.25,0,0.25,0,1,0,0,0.25,0,0.75,0,Vertebrata
1987,2,1,0,0,0,0,0,1,0,0,0,0,1,Eutheria
199,4,0.5,0.25,0,0.25,0,0.5,0.5,0.5,0.25,0,0.25,0,Opisthokonta
1993,2,0,1,0,0,0,0,1,0.5,0,0,0.5,0,Gnathostomata
1994,8,0.375,0.375,0.125,0.125,0,1,0,0,0,0,0.75,0.25,Bilateria
1995,3,0.666666666666667,0,0,0.333333333333333,0,0,1,0,0,0,0.666666666666667,0.333333333333333,LECA
1997,3,1,0,0,0,0,0,1,0,0,0,1,0,Opisthokonta
2,2,1,0,0,0,0,0,1,0,0,0,1,0,Gnathostomata
20,26,0.461538461538462,0.192307692307692,0.269230769230769,0.0769230769230769,0,0.461538461538462,0.538461538461538,0.153846153846154,0.115384615384615,0,0.461538461538462,0.269230769230769,Opisthokonta
200,5,0.2,0.6,0.2,0,0,0.6,0.4,0.2,0.2,0,0.6,0,LECA
2000,13,0.384615384615385,0.153846153846154,0.153846153846154,0.307692307692308,0,0.153846153846154,0.846153846153846,0.0769230769230769,0.230769230769231,0,0.692307692307692,0,LECA
2003,4,0.75,0.25,0,0,0,0.5,0.5,0,0,0,0.5,0.5,Opisthokonta
2005,5,1,0,0,0,0,0,1,0,0,0,0.8,0.2,LECA
2008,16,0.6875,0.125,0.125,0.0625,0,0.3125,0.6875,0.0625,0,0.125,0.75,0.0625,Bilateria
2009,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,LECA
2015,2,1,0,0,0,0,0,1,0.5,0,0,0.5,0,Theria
202,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0,LECA
2020,2,0.5,0.5,0,0,0,0,1,0,0,0,1,0,Vertebrata
2021,2,1,0,0,0,0,0,1,0,0,0,1,0,Chordata
2022,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,1,0,Opisthokonta
2023,6,0.666666666666667,0,0.166666666666667,0.166666666666667,0,1,0,0.166666666666667,0,0,0.833333333333333,0,Bilateria
2024,2,1,0,0,0,0,1,0,0,0,0,0.5,0.5,LECA
203,3,0.666666666666667,0,0.333333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,Bilateria
2030,3,1,0,0,0,0,1,0,0.333333333333333,0.666666666666667,0,0,0,Vertebrata
2032,4,0.75,0.25,0,0,0,0,1,0,0.75,0,0.25,0,Vertebrata
2033,2,0.5,0.5,0,0,0,1,0,0,0,0,1,0,LECA
2036,2,0,1,0,0,0,0,1,0,0,0,1,0,Gnathostomata
204,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,1,0,0,0,0,1,0,LECA
2041,3,0.666666666666667,0,0.333333333333333,0,0,0,1,0,0,0,1,0,Chordata
2042,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0.333333333333333,0,0,0.666666666666667,0,Gnathostomata
2043,2,0.5,0,0.5,0,0,1,0,0.5,0,0,0,0.5,Vertebrata
2044,15,0.6,0.2,0.133333333333333,0,0.0666666666666667,0.6,0.4,0.0666666666666667,0.2,0.133333333333333,0.466666666666667,0.133333333333333,Opisthokonta
2045,8,0.625,0.375,0,0,0,1,0,0.125,0,0,0.75,0.125,Bilateria
2048,4,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0.5,0.5,Opisthokonta
205,4,1,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,LECA
2052,9,0,0,0.444444444444444,0.444444444444444,0.111111111111111,0.222222222222222,0.777777777777778,0,0,0,0.111111111111111,0.888888888888889,Bilateria
2056,6,0.166666666666667,0.333333333333333,0.166666666666667,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0,LECA
2057,2,0,0.5,0.5,0,0,0,1,0,0,0,1,0,Bilateria
2058,5,1,0,0,0,0,1,0,0.2,0,0,0.8,0,LECA
206,4,0.5,0,0.5,0,0,0.5,0.5,0,0,0,1,0,Bilateria
2061,3,0.666666666666667,0.333333333333333,0,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,LECA
20636,3,1,0,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,Homininae
2067,2,0,1,0,0,0,0,1,0,0,0.5,0,0.5,Euteleostomi
207,12,0.333333333333333,0.166666666666667,0.5,0,0,0.666666666666667,0.333333333333333,0.0833333333333333,0.0833333333333333,0,0.833333333333333,0,LECA
2070,3,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.666666666666667,0,LECA
2071,2,1,0,0,0,0,1,0,0,0,0,0.5,0.5,Vertebrata
2072,8,0.375,0.5,0.125,0,0,0,1,0.125,0,0,0.125,0.75,Vertebrata
2076,4,0.75,0,0,0,0.25,0,1,0,0,0,0.75,0.25,LECA
2077,2,0.5,0,0.5,0,0,0,1,0.5,0,0,0.5,0,Vertebrata
208,4,0.75,0,0.25,0,0,0.5,0.5,0,0,0,0.75,0.25,LECA
2083,2,0.5,0,0.5,0,0,1,0,0.5,0,0,0.5,0,Opisthokonta
2084,4,0.25,0.75,0,0,0,0.75,0.25,0,0.5,0,0.5,0,LECA
2088,6,0.833333333333333,0,0.166666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0.833333333333333,0.166666666666667,Vertebrata
2089,8,0.625,0.125,0.25,0,0,0.875,0.125,0.5,0,0,0.5,0,Bilateria
2090,9,0.333333333333333,0.222222222222222,0,0.444444444444444,0,0.333333333333333,0.666666666666667,0,0.222222222222222,0,0.444444444444444,0.333333333333333,Bilateria
2092,5,0.2,0.4,0.4,0,0,0.6,0.4,0.2,0,0,0.8,0,Vertebrata
2093,2,0.5,0.5,0,0,0,1,0,0,0,0,0.5,0.5,Bilateria
2094,6,0.666666666666667,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.666666666666667,0,Opisthokonta
2095,2,1,0,0,0,0,0,1,0.5,0,0,0.5,0,Bilateria
2096,2,0,0,1,0,0,0,1,0,0.5,0,0,0.5,Gnathostomata
2099,23,0,0.434782608695652,0.0434782608695652,0.217391304347826,0.217391304347826,0,1,0,0,0,0.782608695652174,0.217391304347826,LECA
21,5,0.2,0.2,0.4,0.2,0,0.8,0.2,0,0.4,0,0.6,0,LECA
210,3,1,0,0,0,0,0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,LECA
2102,2,0.5,0,0.5,0,0,0,1,0,0,0,1,0,Vertebrata
2103,4,1,0,0,0,0,1,0,0,0,0,1,0,Bilateria
2109,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,LECA
211,14,0.428571428571429,0.285714285714286,0.214285714285714,0,0,0.785714285714286,0.214285714285714,0.142857142857143,0,0,0.714285714285714,0.142857142857143,LECA
2111,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Opisthokonta
2114,2,1,0,0,0,0,0,1,0,0,0,0.5,0.5,Eutheria
2115,5,1,0,0,0,0,0.4,0.6,0,0.2,0,0.8,0,Opisthokonta
2117,2,1,0,0,0,0,1,0,0,0.5,0,0,0.5,Gnathostomata
2119,2,0.5,0,0,0.5,0,0,1,0.5,0,0,0.5,0,LECA
212,7,0.857142857142857,0.142857142857143,0,0,0,0.285714285714286,0.714285714285714,0,0.428571428571429,0,0.571428571428571,0,Opisthokonta
2129,4,1,0,0,0,0,0.5,0.5,0,0.75,0,0.25,0,LECA
213,6,0.333333333333333,0.5,0.166666666666667,0,0,0.5,0.5,0,0.166666666666667,0,0.833333333333333,0,Bilateria
21330,2,0,0,0.5,0.5,0,0,1,0,0,0,0,1,Eutheria
2134,3,1,0,0,0,0,1,0,0.333333333333333,0,0,0.666666666666667,0,Vertebrata
2135,5,0.8,0,0,0,0.2,0,1,0,0,0.2,0.6,0.2,Opisthokonta
2139,3,0.333333333333333,0,0.666666666666667,0,0,1,0,0,0,0,1,0,Vertebrata
2142,3,0,0.666666666666667,0,0.333333333333333,0,0,1,0,0,0,0.666666666666667,0.333333333333333,Bilateria
2146,3,1,0,0,0,0,1,0,0.333333333333333,0,0,0.666666666666667,0,LECA
2147,3,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,1,0,Bilateria
21483,2,0,0,0,0,1,0,1,0,0,0,0,1,Homo sapiens
2149,5,0.6,0.2,0,0.2,0,0,1,0.2,0.4,0,0,0.4,LECA
215,2,1,0,0,0,0,1,0,0,0,0,1,0,Bilateria
2150,3,0.666666666666667,0,0,0.333333333333333,0,0,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,Bilateria
2151,2,0.5,0.5,0,0,0,0,1,0,0.5,0,0,0.5,Chordata
21513,2,0,0,0,1,0,0,1,0,0,0,0,1,Homo sapiens
2153,2,1,0,0,0,0,0,1,0,0.5,0,0.5,0,Eutheria
2154,8,0.625,0.125,0.25,0,0,0.75,0.25,0.625,0.125,0.125,0.125,0,Opisthokonta
2155,2,1,0,0,0,0,1,0,0,0.5,0,0.5,0,Gnathostomata
2156,2,1,0,0,0,0,0,1,0,0.5,0,0.5,0,LECA
2157,8,0.375,0.25,0,0.375,0,0.625,0.375,0.25,0.125,0.125,0.25,0.25,Bilateria
2158,12,0.5,0.333333333333333,0,0.166666666666667,0,0,1,0,0.0833333333333333,0,0.666666666666667,0.25,LECA
216,2,1,0,0,0,0,0,1,0,1,0,0,0,Bilateria
21605,2,0,0,0,0,0,0,1,0,0,0,0,1,Homo sapiens
2164,3,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,Opisthokonta
2166,3,0,0.666666666666667,0.333333333333333,0,0,0,1,0,0,0,1,0,Gnathostomata
2167,9,0.111111111111111,0.444444444444444,0.333333333333333,0.111111111111111,0,0,1,0.222222222222222,0.222222222222222,0,0.555555555555556,0,Chordata
217,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,Gnathostomata
2173,2,1,0,0,0,0,0,1,0,0,0,1,0,Opisthokonta
