Family_id,Total_members,Quarter,Gene_id,Gene_Name,Ortho_Age,Paralog_status,Haplosufficiency_Rank,PPI_connectivity,Disease_Association,Family_Root,Family_ID
169,8,2,ENSG00000112242,E2F3,615,Ohnolog,4.05,2474,Unknown,LECA,169
169,8,2,ENSG00000129173,E2F8,615,Ohnolog,28.67,1628,Unknown,LECA,169
1691,4,1,ENSG00000116176,TPSG1,105,SSD,90.62,416,Unknown,LECA,1691
1694,13,3.25,ENSG00000095970,TREM2,311,SSD,74.18,1186,Unknown,Gnathostomata,1694
1694,13,3.25,ENSG00000162894,FCMR,311,SSD,NA,448,Unknown,Gnathostomata,1694
1694,13,3.25,ENSG00000167850,CD300C,311,SSD,98.73,1374,Unknown,Gnathostomata,1694
1696,14,3.5,ENSG00000122694,GLIPR2,796,SSD,37.65,496,Unknown,LECA,1696
1696,14,3.5,ENSG00000124490,CRISP2,615,SSD,76.04,870,Unknown,LECA,1696
1696,14,3.5,ENSG00000103196,CRISPLD2,615,Ohnolog,63.89,626,Unknown,LECA,1696
17,12,3,ENSG00000162040,HS3ST6,796,Ohnolog,71.59,558,None,LECA,17
17,12,3,ENSG00000249853,HS3ST5,796,SSD,4.42,616,Unknown,LECA,17
17,12,3,ENSG00000002587,HS3ST1,615,SSD,56.45,544,Unknown,LECA,17
170,21,5.25,ENSG00000041357,PSMA4,796,SSD,5.77,3276,Unknown,LECA,170
170,21,5.25,ENSG00000100567,PSMA3,796,SSD,5.91,3650,Unknown,LECA,170
170,21,5.25,ENSG00000100902,PSMA6,796,SSD,7.19,3622,Unknown,LECA,170
170,21,5.25,ENSG00000143106,PSMA5,796,SSD,5.82,3234,Unknown,LECA,170
170,21,5.25,ENSG00000159377,PSMB4,796,SSD,19.07,2702,Recessive,LECA,170
1700,11,2.75,ENSG00000250644,AC068580,796,Ohnolog,NA,658,None,Opisthokonta,1700
1700,11,2.75,ENSG00000117984,CTSD,796,Ohnolog,51.46,3612,Recessive,Opisthokonta,1700
1705,7,1.75,ENSG00000096401,CDC5L,796,SSD,3.44,4564,Unknown,LECA,1705
1706,6,1.5,ENSG00000150995,ITPR1,351,SSD,9.28,3014,Both,Bilateria,1706
1710,9,2.25,ENSG00000244462,RBM12,615,Ohnolog,14.23,1310,Dominant,LECA,1710
1710,9,2.25,ENSG00000103067,ESRP2,615,Ohnolog,24.94,812,Unknown,LECA,1710
1717,6,1.5,ENSG00000106069,CHN2,796,Ohnolog,15.21,1356,Unknown,LECA,1717
1718,10,2.5,ENSG00000125851,PCSK2,796,SSD,10.35,2206,Unknown,LECA,1718
1718,10,2.5,ENSG00000140943,MBTPS1,796,SSD,31.93,1684,Recessive,LECA,1718
172,12,3,ENSG00000008083,JARID2,615,SSD,12.14,4446,Unknown,LECA,172
172,12,3,ENSG00000073614,KDM5A,615,SSD,18.78,4388,Unknown,LECA,172
172,12,3,ENSG00000117139,KDM5B,435,SSD,28,4414,Recessive,LECA,172
1721,4,1,ENSG00000158856,DMTN,615,Ohnolog,32.06,950,Unknown,LECA,1721
1725,6,1.5,ENSG00000243444,PALM2,435,SSD,13.14,526,None,Vertebrata,1725
1727,28,7,ENSG00000188486,H2AFX,796,SSD,2.47,4346,Unknown,LECA,1727
1727,28,7,ENSG00000184270,HIST2H2AB,796,Ohnolog,50.85,1882,Unknown,LECA,1727
1727,28,7,ENSG00000246705,H2AFJ,796,SSD,27.39,2136,None,LECA,1727
1727,28,7,ENSG00000184260,HIST2H2AC,796,SSD,14.25,3554,Unknown,LECA,1727
1727,28,7,ENSG00000164032,H2AFZ,796,Ohnolog,12.27,4574,Unknown,LECA,1727
1727,28,7,ENSG00000105968,H2AFV,796,Ohnolog,8.06,3922,None,LECA,1727
1727,28,7,ENSG00000099284,H2AFY2,615,Ohnolog,11.03,1956,Unknown,LECA,1727
1731,6,1.5,ENSG00000152939,MARVELD2,615,Ohnolog,51.8,556,Recessive,Bilateria,1731
1745,23,5.75,ENSG00000133105,RXFP2,615,Ohnolog,32.97,1800,Unknown,LECA,1745
1745,23,5.75,ENSG00000137462,TLR2,615,SSD,44.44,5388,Dominant,LECA,1745
1745,23,5.75,ENSG00000174004,NRROS,615,SSD,66.49,1514,Unknown,LECA,1745
1745,23,5.75,ENSG00000196664,TLR7,615,SSD,32.07,4306,Unknown,LECA,1745
1745,23,5.75,ENSG00000160233,LRRC3,615,SSD,72.64,950,Unknown,LECA,1745
1747,7,1.75,ENSG00000173926,MARCH3,615,Ohnolog,12.17,936,Unknown,LECA,1747
1748,4,1,ENSG00000205678,TECRL,796,Ohnolog,37.79,654,Recessive,Bilateria,1748
17482,14,3.5,ENSG00000242362,CT47A2,43,SSD,97.34,122,Unknown,Simiiformes,17482
17482,14,3.5,ENSG00000226600,CT47A9,43,SSD,94.95,124,Unknown,Simiiformes,17482
17482,14,3.5,ENSG00000226929,CT47A11,43,SSD,97.19,122,Unknown,Simiiformes,17482
17505,4,1,ENSG00000225396,FAM236D,96,SSD,NA,0,None,Hominoidea,17505
1755,4,1,ENSG00000123094,RASSF8,615,Ohnolog,53.17,578,Unknown,LECA,1755
176,5,1.25,ENSG00000116819,TFAP2E,796,Ohnolog,40.17,604,Unknown,Vertebrata,176
1773,4,1,ENSG00000240972,MIF,796,SSD,23.93,1762,Unknown,LECA,1773
1778,9,2.25,ENSG00000286070,GGT1,615,SSD,64.4,0,None,LECA,1778
1778,9,2.25,ENSG00000133475,GGT2,615,SSD,76.55,2442,None,LECA,1778
1780,8,2,ENSG00000137561,TTPA,796,Ohnolog,46.94,936,Recessive,LECA,1780
1780,8,2,ENSG00000129657,SEC14L1,615,Ohnolog,54.91,864,Unknown,LECA,1780
179,17,4.25,ENSG00000100055,CYTH4,796,Ohnolog,59.97,1516,Unknown,LECA,179
179,17,4.25,ENSG00000061987,MON2,796,SSD,19.11,2456,Unknown,LECA,179
179,17,4.25,ENSG00000108669,CYTH1,796,Ohnolog,38.79,1472,Unknown,LECA,179
179,17,4.25,ENSG00000144711,IQSEC1,615,Ohnolog,55.81,1118,Unknown,LECA,179
1790,18,4.5,ENSG00000132323,ILKAP,796,SSD,42.23,2320,None,LECA,1790
1790,18,4.5,ENSG00000163590,PPM1L,796,SSD,14.61,2178,Unknown,LECA,1790
1790,18,4.5,ENSG00000100324,TAB1,615,SSD,20.09,2358,Unknown,LECA,1790
1790,18,4.5,ENSG00000164951,PDP1,615,Ohnolog,16.05,1818,Recessive,LECA,1790
1795,4,1,ENSG00000187676,B3GLCT,796,SSD,NA,950,Recessive,Bilateria,1795
1796,4,1,ENSG00000187796,CARD9,435,SSD,50.49,1338,Recessive,LECA,1796
1799,8,2,ENSG00000167524,RSKR,796,SSD,NA,4836,None,LECA,1799
1799,8,2,ENSG00000198873,GRK5,615,Ohnolog,23.02,1496,Unknown,LECA,1799
180,21,5.25,ENSG00000151694,ADAM17,796,SSD,20.86,2412,Recessive,Bilateria,180
180,21,5.25,ENSG00000073670,ADAM11,615,SSD,45.66,1650,Unknown,Bilateria,180
180,21,5.25,ENSG00000151651,ADAM8,615,Ohnolog,86.35,1574,Unknown,Bilateria,180
180,21,5.25,ENSG00000168615,ADAM9,615,Ohnolog,58.29,1326,Unknown,Bilateria,180
180,21,5.25,ENSG00000135074,ADAM19,615,Ohnolog,47.16,940,Unknown,Bilateria,180
181,4,1,ENSG00000008282,SYPL1,615,Ohnolog,68.81,516,Unknown,Vertebrata,181
1810,5,1.25,ENSG00000100109,TFIP11,796,SSD,51.64,1540,Unknown,LECA,1810
1819,7,1.75,ENSG00000160360,GPSM1,796,Ohnolog,62.41,1528,None,LECA,1819
1820,14,3.5,ENSG00000118596,SLC16A7,615,Ohnolog,68.25,706,Unknown,LECA,1820
1820,14,3.5,ENSG00000152779,SLC16A12,615,SSD,29.69,604,Dominant,LECA,1820
1820,14,3.5,ENSG00000168679,SLC16A4,615,SSD,59.99,836,Unknown,LECA,1820
1821,15,3.75,ENSG00000186522,SEPT10,796,Ohnolog,51.47,708,Unknown,LECA,1821
1821,15,3.75,ENSG00000122545,SEPT7,796,SSD,13.19,2238,Unknown,LECA,1821
1821,15,3.75,ENSG00000140623,SEPT12,615,Ohnolog,65.31,1010,Dominant,LECA,1821
1822,12,3,ENSG00000138074,SLC5A6,796,SSD,68.45,708,Unknown,Bilateria,1822
1822,12,3,ENSG00000115665,SLC5A7,615,SSD,35.67,1028,Both,Bilateria,1822
1822,12,3,ENSG00000105641,SLC5A5,615,Ohnolog,31.16,924,Recessive,Bilateria,1822
1829,4,1,ENSG00000100211,CBY1,351,SSD,41.36,744,Unknown,Euteleostomi,1829
184,7,1.75,ENSG00000196159,FAT4,796,SSD,57.14,1844,Recessive,LECA,184
1842,15,3.75,ENSG00000135912,TTLL4,796,SSD,56.31,512,None,LECA,1842
1842,15,3.75,ENSG00000213471,TTLL13P,796,SSD,54.78,0,None,LECA,1842
1842,15,3.75,ENSG00000100304,TTLL12,796,SSD,57.6,798,None,LECA,1842
1847,5,1.25,ENSG00000143845,ETNK2,796,Ohnolog,42.38,1186,Unknown,LECA,1847
185,10,2.5,ENSG00000163947,ARHGEF3,615,Ohnolog,14.4,1544,Unknown,LECA,185
185,10,2.5,ENSG00000132694,ARHGEF11,615,Ohnolog,49.78,1470,None,LECA,185
1850,11,2.75,ENSG00000111732,AICDA,435,SSD,24.45,1804,Recessive,Gnathostomata,1850
1850,11,2.75,ENSG00000124701,APOBEC2,435,SSD,27.39,598,Unknown,Gnathostomata,1850
1857,21,5.25,ENSG00000177143,CETN1,796,SSD,64.71,2804,Unknown,LECA,1857
1857,21,5.25,ENSG00000203666,EFCAB2,796,SSD,51.4,2130,None,LECA,1857
1857,21,5.25,ENSG00000129007,CALML4,796,SSD,67.12,2112,None,LECA,1857
1857,21,5.25,ENSG00000183166,CALN1,615,SSD,19.84,2930,None,LECA,1857
1857,21,5.25,ENSG00000167791,CABP2,615,Ohnolog,58.19,2078,Recessive,LECA,1857
1860,4,1,ENSG00000127561,SYNGR3,796,Ohnolog,72.18,1218,Unknown,Chordata,1860
1864,7,1.75,ENSG00000178878,APOLD1,351,SSD,51.7,528,Unknown,Euteleostomi,1864
187,4,1,ENSG00000162601,MYSM1,435,Ohnolog,43.17,3822,Recessive,LECA,187
1880,5,1.25,ENSG00000100373,UPK3A,435,SSD,61.97,668,Unknown,Gnathostomata,1880
1882,5,1.25,ENSG00000104756,KCTD9,796,SSD,21.2,556,Unknown,LECA,1882
1888,23,5.75,ENSG00000108231,LGI1,615,Ohnolog,7.78,1304,Dominant,LECA,1888
1888,23,5.75,ENSG00000166897,ELFN2,615,Ohnolog,39.31,804,None,LECA,1888
1888,23,5.75,ENSG00000133067,LGR6,615,Ohnolog,47.91,1516,Unknown,LECA,1888
1888,23,5.75,ENSG00000205213,LGR4,615,Ohnolog,29.54,1878,Unknown,LECA,1888
1888,23,5.75,ENSG00000139263,LRIG3,615,Ohnolog,42.67,1782,Unknown,LECA,1888
1896,4,1,ENSG00000100426,ZBED4,435,SSD,81.01,536,Unknown,LECA,1896
19,19,4.75,ENSG00000125084,WNT1,796,SSD,1.94,3648,Both,Bilateria,19
19,19,4.75,ENSG00000115596,WNT6,796,SSD,12.5,1608,Unknown,Bilateria,19
19,19,4.75,ENSG00000188064,WNT7B,615,Ohnolog,16.68,2132,Unknown,Bilateria,19
19,19,4.75,ENSG00000143816,WNT9A,615,Ohnolog,35.91,1872,Unknown,Bilateria,19
190,4,1,ENSG00000008438,PGLYRP1,615,SSD,88.69,970,Unknown,Bilateria,190
1900,7,1.75,ENSG00000163874,ZC3H12A,615,SSD,70.56,1110,Unknown,Bilateria,1900
1906,13,3.25,ENSG00000124159,MATN4,615,SSD,51.68,1090,Unknown,LECA,1906
1906,13,3.25,ENSG00000165816,VWA2,615,SSD,51.86,362,Unknown,LECA,1906
1906,13,3.25,ENSG00000205221,VIT,615,SSD,32.5,648,Unknown,LECA,1906
1908,5,1.25,ENSG00000181038,METTL23,796,SSD,47.56,388,Recessive,LECA,1908
191,4,1,ENSG00000147862,NFIB,796,Ohnolog,0.39,1378,Dominant,Vertebrata,191
1917,5,1.25,ENSG00000100528,CNIH1,796,Ohnolog,6,1168,Unknown,LECA,1917
192,16,4,ENSG00000157350,ST3GAL2,615,SSD,21.74,708,None,Chordata,192
192,16,4,ENSG00000136840,ST6GALNAC4,615,Ohnolog,40.66,704,Unknown,Chordata,192
192,16,4,ENSG00000160408,ST6GALNAC6,615,Ohnolog,34.66,448,Unknown,Chordata,192
192,16,4,ENSG00000008513,ST3GAL1,615,Ohnolog,61.67,832,None,Chordata,192
1921,4,1,ENSG00000151532,VTI1A,796,SSD,1.97,1250,Unknown,Bilateria,1921
1924,4,1,ENSG00000112159,MDN1,796,SSD,38.9,1586,Unknown,LECA,1924
1925,19,4.75,ENSG00000100592,DAAM1,796,Ohnolog,11.09,2268,Unknown,LECA,1925
1925,19,4.75,ENSG00000187164,SHTN1,615,SSD,NA,482,Unknown,LECA,1925
1925,19,4.75,ENSG00000109920,FNBP4,615,SSD,46.04,994,Unknown,LECA,1925
1925,19,4.75,ENSG00000203485,INF2,615,SSD,79.76,2218,Dominant,LECA,1925
193,24,6,ENSG00000087245,MMP2,615,Ohnolog,2,3900,Recessive,LECA,193
193,24,6,ENSG00000102996,MMP15,615,Ohnolog,69.06,1092,Unknown,LECA,193
193,24,6,ENSG00000157227,MMP14,615,Ohnolog,8.96,2300,Unknown,LECA,193
193,24,6,ENSG00000125966,MMP24,615,Ohnolog,35.73,910,Unknown,LECA,193
193,24,6,ENSG00000123342,MMP19,615,SSD,52.42,668,Dominant,LECA,193
193,24,6,ENSG00000008516,MMP25,615,Ohnolog,73.48,1122,Unknown,LECA,193
1932,7,1.75,ENSG00000126778,SIX1,796,Ohnolog,1.35,0,Dominant,LECA,1932
1933,22,5.5,ENSG00000143641,GALNT2,796,Ohnolog,43.63,986,Unknown,LECA,1933
1933,22,5.5,ENSG00000119514,GALNT12,615,SSD,59.91,664,Unknown,LECA,1933
1933,22,5.5,ENSG00000110328,GALNT18,615,Ohnolog,10.85,690,Unknown,LECA,1933
1933,22,5.5,ENSG00000164574,GALNT10,615,Ohnolog,28.11,690,Unknown,LECA,1933
1933,22,5.5,ENSG00000257594,GALNT4,615,SSD,64.48,320,Unknown,LECA,1933
1935,8,2,ENSG00000151322,NPAS3,615,Ohnolog,0.09,1350,Unknown,Bilateria,1935
1935,8,2,ENSG00000130751,NPAS1,615,Ohnolog,62.41,958,Unknown,Bilateria,1935
1937,10,2.5,ENSG00000115875,SRSF7,796,SSD,9.75,1992,Unknown,LECA,1937
1937,10,2.5,ENSG00000112081,SRSF3,796,SSD,6.04,2482,Unknown,LECA,1937
1938,6,1.5,ENSG00000100652,SLC10A1,615,Ohnolog,52.47,892,Unknown,LECA,1938
194,10,2.5,ENSG00000107593,PKD2L1,615,Ohnolog,41.03,918,Unknown,LECA,194
194,10,2.5,ENSG00000118762,PKD2,615,Ohnolog,12.05,1290,Dominant,LECA,194
1940,8,2,ENSG00000118160,SLC8A2,796,Ohnolog,58.19,2326,Unknown,LECA,1940
1940,8,2,ENSG00000164946,FREM1,615,SSD,26.81,792,Both,LECA,1940
1943,4,1,ENSG00000197136,PCNX3,615,Ohnolog,NA,376,Unknown,Bilateria,1943
1944,8,2,ENSG00000144891,AGTR1,615,Ohnolog,4.65,2522,Recessive,Bilateria,1944
1944,8,2,ENSG00000134817,APLNR,615,Ohnolog,20.99,1760,Unknown,Bilateria,1944
195,12,3,ENSG00000144366,GULP1,615,SSD,17.36,918,Unknown,Bilateria,195
195,12,3,ENSG00000198929,NOS1AP,615,SSD,22.78,1322,Unknown,Bilateria,195
195,12,3,ENSG00000105245,NUMBL,615,Ohnolog,44.46,1638,Unknown,Bilateria,195
196,24,6,ENSG00000143878,RHOB,796,SSD,10.45,4530,Unknown,LECA,196
196,24,6,ENSG00000177105,RHOG,796,SSD,9.16,3786,Unknown,LECA,196
196,24,6,ENSG00000067560,RHOA,796,Ohnolog,5.57,7492,Unknown,LECA,196
196,24,6,ENSG00000271810,AL603832,796,SSD,NA,2546,None,LECA,196
196,24,6,ENSG00000169750,RAC3,796,Ohnolog,2.24,4402,Unknown,LECA,196
196,24,6,ENSG00000155366,RHOC,796,Ohnolog,28.01,4506,Unknown,LECA,196
1964,5,1.25,ENSG00000184381,PLA2G6,615,SSD,35.59,1408,Recessive,Bilateria,1964
1971,4,1,ENSG00000137198,GMPR,796,Ohnolog,30.37,1964,Unknown,LECA,1971
1977,8,2,ENSG00000129968,ABHD17A,796,Ohnolog,64.37,670,Unknown,Opisthokonta,1977
1977,8,2,ENSG00000139826,ABHD13,796,SSD,34.9,322,None,Opisthokonta,1977
1984,12,3,ENSG00000112333,NR2E1,796,SSD,7.95,1282,Unknown,Bilateria,1984
1984,12,3,ENSG00000278570,NR2E3,796,SSD,NA,1290,Both,Bilateria,1984
1984,12,3,ENSG00000186350,RXRA,615,Ohnolog,7.63,2590,Unknown,Bilateria,1984
1985,4,1,ENSG00000103034,NDRG4,615,Ohnolog,37.02,1804,Unknown,Vertebrata,1985
199,4,1,ENSG00000062822,POLD1,796,SSD,69.77,3120,Dominant,Opisthokonta,199
1994,8,2,ENSG00000206052,DOK6,615,Ohnolog,19.92,1052,None,Bilateria,1994
1994,8,2,ENSG00000125170,DOK4,615,Ohnolog,21.81,698,Unknown,Bilateria,1994
20,26,6.5,ENSG00000092148,HECTD1,796,SSD,8.77,1650,None,LECA,20
20,26,6.5,ENSG00000128731,HERC2,796,SSD,50.1,2198,None,LECA,20
20,26,6.5,ENSG00000114062,UBE3A,796,SSD,2.11,0,Dominant,LECA,20
20,26,6.5,ENSG00000086758,HUWE1,796,SSD,10.58,3708,Unknown,LECA,20
20,26,6.5,ENSG00000108854,SMURF2,796,Ohnolog,5.64,2648,Unknown,LECA,20
20,26,6.5,ENSG00000123124,WWP1,796,Ohnolog,19,2576,Unknown,LECA,20
200,5,1.25,ENSG00000103174,NAGPA,615,SSD,29.85,480,Unknown,LECA,200
2000,13,3.25,ENSG00000101160,CTSZ,796,SSD,69.97,2020,Unknown,LECA,2000
2000,13,3.25,ENSG00000164733,CTSB,615,SSD,36.44,3104,Dominant,LECA,2000
2000,13,3.25,ENSG00000109861,CTSC,615,SSD,18.08,2342,Recessive,LECA,2000
2003,4,1,ENSG00000101166,PRELID3B,796,Ohnolog,NA,474,None,Opisthokonta,2003
2005,5,1.25,ENSG00000101181,MTG2,796,SSD,81.42,1210,Unknown,LECA,2005
2008,16,4,ENSG00000174417,TRHR,796,SSD,21.25,1066,Unknown,Bilateria,2008
2008,16,4,ENSG00000171596,NMUR1,615,SSD,70.59,1146,Unknown,Bilateria,2008
2008,16,4,ENSG00000102239,BRS3,615,SSD,34.92,942,Unknown,Bilateria,2008
2008,16,4,ENSG00000170775,GPR37,615,Ohnolog,49.96,1904,Unknown,Bilateria,2008
2023,6,1.5,ENSG00000113296,THBS4,615,Ohnolog,36.79,1262,Unknown,LECA,2023
2032,4,1,ENSG00000147655,RSPO2,615,SSD,7.43,2024,Recessive,Vertebrata,2032
2044,15,3.75,ENSG00000101333,PLCB4,796,SSD,7.39,2244,Both,LECA,2044
2044,15,3.75,ENSG00000149527,PLCH2,615,Ohnolog,70.35,1804,Unknown,LECA,2044
2044,15,3.75,ENSG00000182621,PLCB1,615,Ohnolog,5.05,2374,Recessive,LECA,2044
2045,8,2,ENSG00000101335,MYL9,796,Ohnolog,29.37,3414,Unknown,LECA,2045
2045,8,2,ENSG00000111245,MYL2,615,Ohnolog,18.05,3182,Dominant,LECA,2045
2048,4,1,ENSG00000140950,MEAK7,796,SSD,NA,232,None,LECA,2048
205,4,1,ENSG00000132581,SDF2,796,Ohnolog,19.44,786,Unknown,LECA,205
2052,9,2.25,ENSG00000179832,MROH1,351,Ohnolog,75.23,334,None,Bilateria,2052
2052,9,2.25,ENSG00000184313,MROH7,311,SSD,70.93,154,None,Bilateria,2052
2056,6,1.5,ENSG00000101384,JAG1,615,Ohnolog,1.06,3466,Dominant,LECA,2056
2058,5,1.25,ENSG00000172554,SNTG2,796,Ohnolog,72.04,1252,Unknown,LECA,2058
206,4,1,ENSG00000108788,MLX,796,SSD,8.79,930,Unknown,Bilateria,206
207,12,3,ENSG00000171634,BPTF,796,SSD,36.79,6522,Dominant,LECA,207
207,12,3,ENSG00000169925,BRD3,615,Ohnolog,49.49,3156,Unknown,LECA,207
207,12,3,ENSG00000114166,KAT2B,615,Ohnolog,1.22,4178,Unknown,LECA,207
2072,8,2,ENSG00000188522,FAM83G,615,SSD,71.41,178,None,Vertebrata,2072
2072,8,2,ENSG00000101447,FAM83D,615,SSD,51.01,880,Unknown,Vertebrata,2072
2076,4,1,ENSG00000142046,TMEM91,615,SSD,79.75,296,Unknown,LECA,2076
208,4,1,ENSG00000101193,GID8,796,SSD,35.29,668,Unknown,LECA,208
2084,4,1,ENSG00000101577,LPIN2,615,Ohnolog,38.45,1398,Unknown,LECA,2084
2088,6,1.5,ENSG00000177511,ST8SIA3,615,SSD,11.2,2010,None,Vertebrata,2088
2089,8,2,ENSG00000120693,SMAD9,796,Ohnolog,11.22,1736,Dominant,Bilateria,2089
2089,8,2,ENSG00000141646,SMAD4,615,SSD,0.21,4220,Dominant,Bilateria,2089
2090,9,2.25,ENSG00000166035,LIPC,615,Ohnolog,38.41,1314,None,Bilateria,2090
2090,9,2.25,ENSG00000163898,LIPH,615,SSD,68.4,522,Recessive,Bilateria,2090
2092,5,1.25,ENSG00000158717,RNF166,615,Ohnolog,54.1,294,Unknown,LECA,2092
2094,6,1.5,ENSG00000170734,POLH,796,SSD,29.98,1270,Recessive,LECA,2094
2099,23,5.75,ENSG00000285480,AC021097,435,SSD,NA,0,None,LECA,2099
2099,23,5.75,ENSG00000233822,HIST1H2BN,435,SSD,60.78,2236,Unknown,LECA,2099
2099,23,5.75,ENSG00000158373,HIST1H2BD,435,SSD,10.6,2394,Unknown,LECA,2099
2099,23,5.75,ENSG00000273802,HIST1H2BG,435,SSD,56.82,1762,Unknown,LECA,2099
2099,23,5.75,ENSG00000196890,HIST3H2BB,435,SSD,29.38,1702,Unknown,LECA,2099
21,5,1.25,ENSG00000002834,LASP1,796,Ohnolog,32.25,1424,Unknown,LECA,21
2103,4,1,ENSG00000101844,ATG4A,796,Ohnolog,17.69,1930,Unknown,LECA,2103
211,14,3.5,ENSG00000010219,DYRK4,796,SSD,57.07,1518,Unknown,LECA,211
211,14,3.5,ENSG00000110422,HIPK3,796,Ohnolog,11.17,2116,Unknown,LECA,211
211,14,3.5,ENSG00000176444,CLK2,796,Ohnolog,24.81,1402,Unknown,LECA,211
2115,5,1.25,ENSG00000101911,PRPS2,796,SSD,45.98,2222,Unknown,LECA,2115
212,7,1.75,ENSG00000165688,PMPCA,796,SSD,63.32,1630,Recessive,LECA,212
2129,4,1,ENSG00000173208,ABCD2,796,Ohnolog,39.2,936,Unknown,LECA,2129
213,6,1.5,ENSG00000147465,STAR,615,Ohnolog,11.91,986,Recessive,LECA,213
2135,5,1.25,ENSG00000139977,NAA30,796,SSD,12.07,590,Unknown,Opisthokonta,2135
2149,5,1.25,ENSG00000102100,SLC35A2,796,SSD,32.21,1238,Dominant,LECA,2149
2154,8,2,ENSG00000130700,GATA5,796,Ohnolog,30.83,2072,Both,Opisthokonta,2154
2154,8,2,ENSG00000141448,GATA6,615,Ohnolog,4.26,3096,Dominant,Opisthokonta,2154
2157,8,2,ENSG00000102174,PHEX,615,SSD,6.97,1432,Dominant,Bilateria,2157
2157,8,2,ENSG00000171551,ECEL1,615,SSD,7.37,544,Recessive,Bilateria,2157
2158,12,3,ENSG00000150991,UBC,796,SSD,0.02,6638,Unknown,LECA,2158
2158,12,3,ENSG00000170315,UBB,796,SSD,7.92,6466,Unknown,LECA,2158
2158,12,3,ENSG00000221983,UBA52,796,SSD,0.03,6300,Unknown,LECA,2158
2167,9,2.25,ENSG00000121858,TNFSF10,615,SSD,47.94,2350,Unknown,Chordata,2167
2167,9,2.25,ENSG00000181634,TNFSF15,435,SSD,53.57,1470,Unknown,Chordata,2167
2174,6,1.5,ENSG00000172197,MBOAT1,796,Ohnolog,43.94,736,Unknown,LECA,2174
2185,12,3,ENSG00000157343,ARMC12,311,SSD,61.37,408,None,Bilateria,2185
2185,12,3,ENSG00000170632,ARMC10,311,SSD,69.22,330,Unknown,Bilateria,2185
2185,12,3,ENSG00000286237,ARMCX5-GPRASP2,105,SSD,NA,0,None,Bilateria,2185
2186,5,1.25,ENSG00000140995,DEF8,796,SSD,61.75,436,None,Bilateria,2186
2189,9,2.25,ENSG00000148680,HTR7,796,SSD,35.11,1652,Unknown,Bilateria,2189
2189,9,2.25,ENSG00000135914,HTR2B,615,Ohnolog,34.01,966,Unknown,Bilateria,2189
219,4,1,ENSG00000092140,G2E3,435,SSD,13.47,3342,Unknown,LECA,219
2191,4,1,ENSG00000102524,TNFSF13B,435,SSD,31.43,2198,Unknown,Chordata,2191
22,16,4,ENSG00000112335,SNX3,796,Ohnolog,10.72,1248,Unknown,LECA,22
22,16,4,ENSG00000147164,SNX12,796,Ohnolog,21.23,1352,Unknown,LECA,22
22,16,4,ENSG00000129515,SNX6,615,Ohnolog,20.17,1140,Unknown,LECA,22
22,16,4,ENSG00000106266,SNX8,615,SSD,58.05,946,Unknown,LECA,22
2209,12,3,ENSG00000102786,INTS6,413,Ohnolog,15.97,816,Unknown,Bilateria,2209
2209,12,3,ENSG00000165359,INTS6L,413,Ohnolog,NA,328,None,Bilateria,2209
2209,12,3,ENSG00000269586,CT45A10,43,Ohnolog,NA,292,None,Bilateria,2209
2211,4,1,ENSG00000196428,TSC22D2,351,Ohnolog,50.8,672,Unknown,Bilateria,2211
2214,4,1,ENSG00000155719,OTOA,435,SSD,64.09,540,Recessive,Vertebrata,2214
2218,8,2,ENSG00000262246,CORO7,796,SSD,60.54,364,Unknown,LECA,2218
2218,8,2,ENSG00000103426,CORO7-PAM16,796,SSD,NA,646,None,LECA,2218
223,20,5,ENSG00000165970,SLC6A5,796,SSD,16.26,1236,Both,Bilateria,223
223,20,5,ENSG00000268104,SLC6A14,796,SSD,26.39,1014,Unknown,Bilateria,223
223,20,5,ENSG00000103546,SLC6A2,615,Ohnolog,18.46,1034,Unknown,Bilateria,223
223,20,5,ENSG00000164363,SLC6A18,615,SSD,69.67,714,Unknown,Bilateria,223
223,20,5,ENSG00000131389,SLC6A6,615,Ohnolog,13.86,1104,Unknown,Bilateria,223
2230,8,2,ENSG00000102935,ZNF423,615,Ohnolog,4.5,1550,Both,LECA,2230
2230,8,2,ENSG00000166860,ZBTB39,413,SSD,37.91,562,None,LECA,2230
2240,13,3.25,ENSG00000137648,TMPRSS4,311,SSD,66.16,1048,Unknown,LECA,2240
2240,13,3.25,ENSG00000167757,KLK11,311,Ohnolog,72.34,948,Unknown,LECA,2240
2240,13,3.25,ENSG00000169035,KLK7,311,SSD,80.28,1030,Unknown,LECA,2240
225,4,1,ENSG00000122861,PLAU,435,Ohnolog,10.56,2500,Dominant,LECA,225
226,4,1,ENSG00000074657,ZNF532,615,Ohnolog,52.67,798,None,LECA,226
227,14,3.5,ENSG00000129295,LRRC6,796,SSD,66.48,1564,Recessive,LECA,227
227,14,3.5,ENSG00000182504,CEP97,796,SSD,49.15,1664,Unknown,LECA,227
227,14,3.5,ENSG00000171962,DRC3,615,SSD,NA,1296,None,LECA,227
2279,5,1.25,ENSG00000103310,ZP2,435,SSD,51.87,886,Recessive,Chordata,2279
2286,18,4.5,ENSG00000104368,PLAT,435,Ohnolog,15.69,1976,Unknown,LECA,2286
2286,18,4.5,ENSG00000197540,GZMM,413,SSD,87.85,1454,Unknown,LECA,2286
