Gene_ID,AGE_OF_ROOT,FAMILY
ENSG00000135423,Vertebrata,3572
ENSG00000135424,LECA,92
ENSG00000135426,Vertebrata,5605
ENSG00000135437,LECA,371
ENSG00000135439,LECA,509
ENSG00000135441,LECA,5608
ENSG00000135443,LECA,103
ENSG00000135446,LECA,138
ENSG00000135447,Gnathostomata,5158
ENSG00000135452,Bilateria,1
ENSG00000135454,Gnathostomata,5613
ENSG00000135457,Bilateria,1324
ENSG00000135469,LECA,3586
ENSG00000135472,LECA,5616
ENSG00000135480,LECA,103
ENSG00000135482,Bilateria,1119
ENSG00000135486,LECA,952
ENSG00000135502,LECA,1587
ENSG00000135503,LECA,2731
ENSG00000135506,Bilateria,868
ENSG00000135517,LECA,1404
ENSG00000135519,LECA,603
ENSG00000135521,LECA,5625
ENSG00000135525,LECA,3736
ENSG00000135535,Gnathostomata,5627
ENSG00000135540,Vertebrata,5628
ENSG00000135541,LECA,144
ENSG00000135547,Opisthokonta,890
ENSG00000135549,Gnathostomata,5631
ENSG00000135569,Bilateria,887
ENSG00000135577,Bilateria,2008
ENSG00000135596,LECA,595
ENSG00000135597,LECA,275
ENSG00000135604,LECA,1231
ENSG00000135605,LECA,5
ENSG00000135622,LECA,11
ENSG00000135624,LECA,3514
ENSG00000135625,LECA,4076
ENSG00000135631,LECA,2783
ENSG00000135632,LECA,3597
ENSG00000135636,LECA,3527
ENSG00000135638,LECA,3648
ENSG00000135643,Vertebrata,5645
ENSG00000135655,LECA,438
ENSG00000135677,Bilateria,134
ENSG00000135678,LECA,1489
ENSG00000135679,LECA,5649
ENSG00000135686,LECA,24
ENSG00000135697,Bilateria,3718
ENSG00000135702,Bilateria,4250
ENSG00000135720,Vertebrata,5653
ENSG00000135722,Homo sapiens,5654
ENSG00000135723,LECA,1925
ENSG00000135736,LECA,136
ENSG00000135740,LECA,780
ENSG00000135744,LECA,339
ENSG00000135747,Vertebrata,2692
ENSG00000135749,Bilateria,1943
ENSG00000135750,LECA,1307
ENSG00000135766,LECA,4893
ENSG00000135773,LECA,295
ENSG00000135776,LECA,51
ENSG00000135801,Bilateria,5665
ENSG00000135821,Opisthokonta,5666
ENSG00000135823,LECA,2439
ENSG00000135824,LECA,1107
ENSG00000135829,LECA,66
ENSG00000135835,LECA,5398
ENSG00000135838,Chordata,5671
ENSG00000135842,Vertebrata,5672
ENSG00000135862,LECA,484
ENSG00000135870,Bilateria,621
ENSG00000135898,Bilateria,1185
ENSG00000135899,LECA,401
ENSG00000135902,Bilateria,262
ENSG00000135903,LECA,52
ENSG00000135905,LECA,1472
ENSG00000135912,LECA,1842
ENSG00000135913,LECA,438
ENSG00000135914,Bilateria,2189
ENSG00000135916,Vertebrata,1186
ENSG00000135917,Vertebrata,479
ENSG00000135919,LECA,339
ENSG00000135924,LECA,1556
ENSG00000135925,Bilateria,19
ENSG00000135926,LECA,5616
ENSG00000135929,LECA,329
ENSG00000135930,LECA,5690
ENSG00000135932,Gnathostomata,2195
ENSG00000135945,LECA,2094
ENSG00000135951,LECA,642
ENSG00000135953,LECA,2992
ENSG00000135960,Vertebrata,4736
ENSG00000135966,LECA,5696
ENSG00000135968,LECA,1562
ENSG00000135972,Opisthokonta,2474
ENSG00000135973,Vertebrata,3256
ENSG00000135976,Bilateria,5700
ENSG00000135999,Opisthokonta,4057
ENSG00000136002,LECA,452
ENSG00000136010,LECA,119
ENSG00000136011,LECA,222
ENSG00000136014,LECA,438
ENSG00000136021,LECA,4
ENSG00000136026,LECA,983
ENSG00000136040,LECA,37
ENSG00000136044,LECA,509
ENSG00000136048,Bilateria,5710
ENSG00000136052,Vertebrata,3471
ENSG00000136059,LECA,133
ENSG00000136068,LECA,595
ENSG00000136098,LECA,3480
ENSG00000136099,LECA,1287
ENSG00000136108,Gnathostomata,5716
ENSG00000136110,Gnathostomata,2
ENSG00000136111,LECA,255
ENSG00000136141,LECA,415
ENSG00000136143,Bilateria,5720
ENSG00000136144,LECA,28
ENSG00000136147,LECA,219
ENSG00000136153,LECA,709
ENSG00000136155,Gnathostomata,5724
ENSG00000136156,Vertebrata,1186
ENSG00000136158,Gnathostomata,5726
ENSG00000136160,Bilateria,2008
ENSG00000136161,LECA,28
ENSG00000136167,LECA,2134
ENSG00000136169,LECA,610
ENSG00000136193,Vertebrata,5731
ENSG00000136205,LECA,1210
ENSG00000136206,Simiiformes,5733
ENSG00000136213,Bilateria,3588
ENSG00000136231,LECA,1025
ENSG00000136235,Vertebrata,5736
ENSG00000136237,LECA,640
ENSG00000136238,LECA,196
ENSG00000136240,LECA,1824
ENSG00000136243,Bilateria,5740
ENSG00000136247,LECA,352
ENSG00000136261,Vertebrata,1297
ENSG00000136267,LECA,647
ENSG00000136270,LECA,3860
ENSG00000136271,LECA,732
ENSG00000136273,Eutheria,5746
ENSG00000136274,LECA,5747
ENSG00000136279,LECA,1387
ENSG00000136280,Vertebrata,2043
ENSG00000136286,LECA,136
ENSG00000136295,Vertebrata,5751
ENSG00000136297,LECA,137
ENSG00000136305,Bilateria,5753
ENSG00000136327,LECA,2991
ENSG00000136352,LECA,2991
ENSG00000136367,LECA,348
ENSG00000136371,Opisthokonta,5040
ENSG00000136378,LECA,537
ENSG00000136379,Opisthokonta,1977
ENSG00000136381,Opisthokonta,1890
ENSG00000136383,LECA,973
ENSG00000136404,Gnathostomata,5762
ENSG00000136425,LECA,1494
ENSG00000136436,LECA,272
ENSG00000136448,LECA,5765
ENSG00000136449,LECA,542
ENSG00000136450,LECA,1937
ENSG00000136451,LECA,261
ENSG00000136457,LECA,1888
ENSG00000136487,Gnathostomata,5770
ENSG00000136488,Gnathostomata,5770
ENSG00000136490,LECA,947
ENSG00000136492,LECA,288
ENSG00000136504,LECA,248
ENSG00000136514,Chordata,5775
ENSG00000136518,LECA,1060
ENSG00000136527,LECA,5777
ENSG00000136531,LECA,111
ENSG00000136535,Bilateria,1028
ENSG00000136536,Gnathostomata,5780
ENSG00000136541,Bilateria,1639
ENSG00000136542,LECA,1933
ENSG00000136546,LECA,111
ENSG00000136573,LECA,5
ENSG00000136574,Opisthokonta,2154
ENSG00000136603,Vertebrata,5786
ENSG00000136628,Opisthokonta,2287
ENSG00000136630,LECA,3006
ENSG00000136631,LECA,1124
ENSG00000136634,Gnathostomata,3161
ENSG00000136636,LECA,5791
ENSG00000136643,LECA,3019
ENSG00000136682,LECA,5793
ENSG00000136688,Euteleostomi,4523
ENSG00000136689,Euteleostomi,4523
ENSG00000136694,Euteleostomi,4523
ENSG00000136695,Euteleostomi,4523
ENSG00000136696,Euteleostomi,4523
ENSG00000136697,Euteleostomi,4523
ENSG00000136698,LECA,5800
ENSG00000136717,Opisthokonta,1164
ENSG00000136718,LECA,3765
ENSG00000136720,Chordata,5803
ENSG00000136731,LECA,2199
ENSG00000136738,LECA,1377
ENSG00000136750,Opisthokonta,4817
ENSG00000136754,LECA,2907
ENSG00000136758,LECA,5808
ENSG00000136770,LECA,165
ENSG00000136783,Chordata,5810
ENSG00000136802,LECA,415
ENSG00000136807,LECA,138
ENSG00000136810,Opisthokonta,1591
ENSG00000136811,LECA,4207
ENSG00000136813,Opisthokonta,1504
ENSG00000136816,Vertebrata,5816
ENSG00000136824,LECA,983
ENSG00000136826,LECA,820
ENSG00000136827,Vertebrata,5816
ENSG00000136828,LECA,640
ENSG00000136830,Vertebrata,5672
ENSG00000136834,Vertebrata,1656
ENSG00000136839,Euteleostomi,4441
ENSG00000136840,Chordata,192
ENSG00000136842,LECA,4831
ENSG00000136848,LECA,1073
ENSG00000136854,LECA,1124
ENSG00000136856,LECA,655
ENSG00000136859,LECA,476
ENSG00000136861,LECA,5830
ENSG00000136866,LECA,325
ENSG00000136867,Bilateria,5832
ENSG00000136868,Bilateria,5832
ENSG00000136869,LECA,1745
ENSG00000136870,LECA,89
ENSG00000136872,LECA,2947
ENSG00000136874,LECA,1231
ENSG00000136878,LECA,438
ENSG00000136881,Gnathostomata,3959
ENSG00000136883,LECA,592
ENSG00000136888,LECA,5841
ENSG00000136891,LECA,5842
ENSG00000136895,LECA,1121
ENSG00000136918,LECA,144
ENSG00000136928,LECA,5845
ENSG00000136930,LECA,170
ENSG00000136931,Vertebrata,3733
ENSG00000136933,LECA,444
ENSG00000136935,LECA,5849
ENSG00000136938,LECA,5850
ENSG00000136939,Vertebrata,1656
ENSG00000136940,LECA,3585
ENSG00000136942,Opisthokonta,5532
ENSG00000136943,LECA,2000
ENSG00000136944,LECA,348
ENSG00000136950,LECA,5856
ENSG00000136960,Opisthokonta,10
ENSG00000136986,LECA,996
ENSG00000136997,Chordata,3748
ENSG00000136999,Bilateria,713
ENSG00000137040,LECA,748
ENSG00000137070,Vertebrata,100
ENSG00000137073,Bilateria,5863
ENSG00000137074,Opisthokonta,3221
ENSG00000137075,LECA,4737
ENSG00000137076,Bilateria,5866
ENSG00000137077,Gnathostomata,110
ENSG00000137080,Amniota,4027
ENSG00000137090,Bilateria,714
ENSG00000137094,LECA,1556
ENSG00000137103,Vertebrata,4919
ENSG00000137106,Opisthokonta,1637
ENSG00000137124,LECA,119
ENSG00000137133,Opisthokonta,5874
ENSG00000137135,Opisthokonta,122
ENSG00000137142,LECA,2807
ENSG00000137145,LECA,2503
ENSG00000137161,Chordata,5878
ENSG00000137166,Bilateria,4797
ENSG00000137168,LECA,1346
ENSG00000137171,LECA,690
ENSG00000137177,LECA,592
ENSG00000137185,LECA,109
ENSG00000137193,LECA,2147
ENSG00000137198,LECA,1971
ENSG00000137200,LECA,5886
ENSG00000137203,Vertebrata,176
ENSG00000137204,LECA,49
ENSG00000137207,Bilateria,2332
ENSG00000137210,LECA,1701
ENSG00000137216,LECA,5891
ENSG00000137218,Bilateria,1994
ENSG00000137225,LECA,295
ENSG00000137251,LECA,2000
ENSG00000137252,Bilateria,618
ENSG00000137261,Bilateria,31
ENSG00000137265,Chordata,3818
ENSG00000137266,LECA,49
ENSG00000137267,LECA,440
ENSG00000137269,LECA,415
ENSG00000137270,Vertebrata,4464
ENSG00000137273,Bilateria,4797
ENSG00000137274,LECA,243
ENSG00000137275,LECA,113
ENSG00000137285,LECA,440
ENSG00000137312,LECA,5250
ENSG00000137337,LECA,5907
ENSG00000137338,LECA,109
ENSG00000137392,Gnathostomata,5909
ENSG00000137393,LECA,13
ENSG00000137409,Vertebrata,3009
ENSG00000137411,LECA,250
ENSG00000137440,Euteleostomi,5913
ENSG00000137441,Euteleostomi,5913
ENSG00000137449,LECA,2814
ENSG00000137460,LECA,1925
ENSG00000137462,LECA,1745
ENSG00000137473,LECA,1819
ENSG00000137474,LECA,136
ENSG00000137478,Bilateria,5920
ENSG00000137486,Vertebrata,4051
ENSG00000137491,Bilateria,1354
ENSG00000137492,Bilateria,130
ENSG00000137494,Gnathostomata,5924
ENSG00000137497,LECA,1562
ENSG00000137500,Vertebrata,555
ENSG00000137501,LECA,249
ENSG00000137502,LECA,471
ENSG00000137507,LECA,1745
ENSG00000137509,LECA,3329
ENSG00000137513,LECA,759
ENSG00000137522,LECA,5932
ENSG00000137558,LECA,1696
ENSG00000137561,LECA,1780
ENSG00000137571,Bilateria,1354
ENSG00000137573,Bilateria,134
ENSG00000137575,LECA,241
ENSG00000137601,LECA,765
ENSG00000137628,LECA,456
ENSG00000137634,Chordata,1668
ENSG00000137642,LECA,2829
ENSG00000137648,LECA,2240
ENSG00000137672,LECA,873
ENSG00000137673,LECA,193
ENSG00000137674,LECA,193
ENSG00000137675,LECA,193
ENSG00000137692,LECA,489
ENSG00000137693,LECA,322
ENSG00000137699,LECA,1247
ENSG00000137700,Opisthokonta,1606
ENSG00000137707,Vertebrata,5372
ENSG00000137709,LECA,392
ENSG00000137710,Bilateria,1639
ENSG00000137713,LECA,2552
ENSG00000137714,LECA,5955
ENSG00000137726,Euteleostomi,1518
ENSG00000137727,LECA,5957
ENSG00000137731,Euteleostomi,1518
ENSG00000137745,LECA,193
ENSG00000137747,LECA,59
ENSG00000137752,Bilateria,29
ENSG00000137757,Bilateria,29
ENSG00000137760,LECA,5963
ENSG00000137764,LECA,765
ENSG00000137766,Bilateria,4982
ENSG00000137767,Homo sapiens,5966
ENSG00000137770,LECA,2475
ENSG00000137776,Bilateria,4955
ENSG00000137801,LECA,2023
ENSG00000137802,LECA,144
ENSG00000137804,Homo sapiens,5971
ENSG00000137807,LECA,592
ENSG00000137809,LECA,92
ENSG00000137817,Vertebrata,5974
ENSG00000137818,LECA,1505
ENSG00000137819,LECA,137
ENSG00000137821,LECA,227
ENSG00000137822,LECA,4611
ENSG00000137824,LECA,5842
ENSG00000137825,LECA,862
ENSG00000137831,Chordata,1534
ENSG00000137834,Bilateria,2089
ENSG00000137841,LECA,2044
ENSG00000137843,LECA,104
ENSG00000137845,Bilateria,180
ENSG00000137857,LECA,168
ENSG00000137860,Chordata,5987
ENSG00000137868,Vertebrata,5988
ENSG00000137869,LECA,5989
ENSG00000137871,LECA,617
ENSG00000137872,LECA,11
ENSG00000137876,Opisthokonta,3459
ENSG00000137877,LECA,595
ENSG00000137878,LECA,5994
ENSG00000137936,Vertebrata,1674
ENSG00000137941,LECA,1842
ENSG00000137942,Vertebrata,4537
ENSG00000137944,LECA,2978
ENSG00000137947,Opisthokonta,2346
ENSG00000137948,LECA,207
ENSG00000137955,LECA,4588
ENSG00000137959,Chordata,6002
ENSG00000137960,LECA,4274
ENSG00000137962,Chordata,1524
ENSG00000137965,Chordata,6002
ENSG00000137968,LECA,907
ENSG00000137975,Chordata,313
ENSG00000137976,Gnathostomata,2558
ENSG00000137992,LECA,3059
ENSG00000137996,Bilateria,4022
ENSG00000138002,LECA,6011
ENSG00000138018,LECA,3172
ENSG00000138028,Bilateria,6013
ENSG00000138029,LECA,670
ENSG00000138030,LECA,6015
ENSG00000138031,LECA,678
ENSG00000138032,LECA,1790
ENSG00000138039,LECA,6018
ENSG00000138050,Chordata,5413
ENSG00000138061,Vertebrata,6020
ENSG00000138068,LECA,1458
ENSG00000138069,LECA,471
ENSG00000138071,LECA,1060
ENSG00000138074,Bilateria,1822
ENSG00000138075,LECA,3902
ENSG00000138078,Chordata,1374
ENSG00000138079,LECA,3466
ENSG00000138080,LECA,5203
ENSG00000138081,LECA,6029
ENSG00000138083,LECA,1932
ENSG00000138100,LECA,1247
ENSG00000138101,LECA,595
ENSG00000138107,LECA,1060
ENSG00000138109,LECA,1005
ENSG00000138115,LECA,1005
ENSG00000138119,LECA,3527
ENSG00000138131,LECA,291
ENSG00000138134,LECA,4404
ENSG00000138135,LECA,574
ENSG00000138136,LECA,6040
ENSG00000138138,LECA,342
ENSG00000138152,Bilateria,1447
ENSG00000138160,LECA,592
ENSG00000138161,LECA,343
ENSG00000138162,Vertebrata,292
ENSG00000138166,LECA,1217
ENSG00000138172,Vertebrata,6047
ENSG00000138175,LECA,35
ENSG00000138185,LECA,586
ENSG00000138190,Vertebrata,6050
ENSG00000138193,LECA,2044
ENSG00000138246,LECA,165
ENSG00000138271,Gnathostomata,6053
ENSG00000138279,LECA,2384
ENSG00000138286,Chordata,3002
ENSG00000138308,Vertebrata,4328
ENSG00000138311,Vertebrata,6057
ENSG00000138315,LECA,3992
ENSG00000138316,LECA,537
ENSG00000138336,Chordata,6060
ENSG00000138346,LECA,60
ENSG00000138347,LECA,973
ENSG00000138356,Chordata,6063
ENSG00000138375,LECA,954
ENSG00000138378,Chordata,3571
ENSG00000138379,Bilateria,1646
ENSG00000138381,LECA,920
ENSG00000138385,LECA,2819
ENSG00000138386,Gnathostomata,6069
ENSG00000138395,LECA,138
ENSG00000138398,LECA,1346
ENSG00000138399,LECA,3860
ENSG00000138400,LECA,297
ENSG00000138411,LECA,20
ENSG00000138413,LECA,6075
ENSG00000138434,Vertebrata,5605
ENSG00000138435,Bilateria,262
ENSG00000138439,Vertebrata,2687
ENSG00000138442,LECA,504
ENSG00000138443,LECA,2907
ENSG00000138448,LECA,92
ENSG00000138459,LECA,2149
ENSG00000138463,Bilateria,3963
ENSG00000138468,LECA,3316
ENSG00000138472,LECA,423
ENSG00000138496,LECA,650
ENSG00000138592,LECA,438
ENSG00000138593,Vertebrata,6088
ENSG00000138594,LECA,4831
ENSG00000138600,LECA,73
ENSG00000138606,Chordata,2488
ENSG00000138613,LECA,3787
ENSG00000138615,LECA,6093
ENSG00000138617,Vertebrata,5974
ENSG00000138622,LECA,603
ENSG00000138623,LECA,11
ENSG00000138629,LECA,5541
ENSG00000138639,Vertebrata,4826
ENSG00000138640,LECA,405
ENSG00000138641,LECA,20
ENSG00000138642,LECA,20
ENSG00000138646,LECA,20
ENSG00000138650,LECA,1287
ENSG00000138653,LECA,17
ENSG00000138663,Bilateria,6105
ENSG00000138668,LECA,952
ENSG00000138669,LECA,964
ENSG00000138670,LECA,640
ENSG00000138674,Gnathostomata,1093
ENSG00000138675,Bilateria,906
ENSG00000138678,LECA,1442
ENSG00000138685,Bilateria,906
ENSG00000138696,LECA,2731
ENSG00000138709,LECA,2819
ENSG00000138722,LECA,5203
ENSG00000138735,LECA,783
ENSG00000138738,LECA,6117
ENSG00000138741,LECA,873
ENSG00000138744,Bilateria,2403
ENSG00000138755,Gnathostomata,1264
ENSG00000138756,LECA,3609
ENSG00000138757,LECA,6122
ENSG00000138758,LECA,1821
ENSG00000138759,LECA,1940
ENSG00000138760,Bilateria,1004
ENSG00000138764,LECA,2473
ENSG00000138767,LECA,285
ENSG00000138769,LECA,138
ENSG00000138771,LECA,6129
ENSG00000138772,LECA,2384
ENSG00000138777,Gnathostomata,6131
ENSG00000138778,LECA,592
ENSG00000138792,LECA,986
ENSG00000138794,Bilateria,29
ENSG00000138795,LECA,1267
ENSG00000138796,LECA,1363
ENSG00000138798,LECA,898
ENSG00000138801,Gnathostomata,6138
ENSG00000138802,Opisthokonta,3402
ENSG00000138814,LECA,258
ENSG00000138821,LECA,2387
ENSG00000138829,LECA,6142
ENSG00000138834,LECA,183
ENSG00000138835,LECA,1107
ENSG00000138892,LECA,1842
ENSG00000138942,LECA,6146
ENSG00000138944,Vertebrata,6147
ENSG00000138964,Vertebrata,6148
ENSG00000139044,LECA,414
ENSG00000139053,Gnathostomata,6150
ENSG00000139055,LECA,356
ENSG00000139083,Bilateria,117
ENSG00000139112,LECA,425
ENSG00000139116,LECA,592
ENSG00000139117,LECA,1386
ENSG00000139132,Opisthokonta,122
ENSG00000139133,LECA,6157
ENSG00000139144,LECA,251
ENSG00000139151,LECA,2044
ENSG00000139154,LECA,491
ENSG00000139155,Bilateria,1354
ENSG00000139160,Opisthokonta,3482
ENSG00000139163,LECA,1847
ENSG00000139168,LECA,699
ENSG00000139174,LECA,947
ENSG00000139178,LECA,629
ENSG00000139182,LECA,6167
ENSG00000139187,Bilateria,883
ENSG00000139190,LECA,539
ENSG00000139192,Gnathostomata,6170
ENSG00000139193,Chordata,377
ENSG00000139194,Bilateria,3437
ENSG00000139197,LECA,3487
ENSG00000139209,LECA,318
ENSG00000139211,LECA,6175
ENSG00000139218,LECA,900
ENSG00000139219,LECA,535
ENSG00000139220,LECA,3082
ENSG00000139223,LECA,5850
ENSG00000139263,LECA,1888
ENSG00000139266,LECA,1747
ENSG00000139269,Bilateria,1646
ENSG00000139278,LECA,1696
ENSG00000139287,Bilateria,4855
ENSG00000139289,LECA,6185
ENSG00000139292,LECA,1888
ENSG00000139304,LECA,320
ENSG00000139318,LECA,1217
ENSG00000139323,LECA,144
ENSG00000139324,LECA,411
ENSG00000139329,LECA,1333
ENSG00000139330,LECA,1333
ENSG00000139343,LECA,6193
ENSG00000139350,LECA,144
ENSG00000139351,Eutheria,6195
ENSG00000139352,Bilateria,6196
ENSG00000139354,LECA,595
ENSG00000139364,LECA,107
ENSG00000139370,LECA,1471
ENSG00000139410,Opisthokonta,5555
ENSG00000139433,LECA,2648
ENSG00000139436,LECA,509
ENSG00000139438,Gnathostomata,6203
ENSG00000139445,Chordata,577
ENSG00000139505,LECA,33
ENSG00000139508,Chordata,1108
ENSG00000139514,Opisthokonta,34
ENSG00000139515,LECA,64
ENSG00000139517,LECA,974
ENSG00000139537,LECA,6210
ENSG00000139540,LECA,2387
ENSG00000139546,LECA,465
ENSG00000139547,LECA,371
ENSG00000139549,Bilateria,6214
ENSG00000139567,LECA,2731
ENSG00000139572,Bilateria,887
ENSG00000139579,LECA,6217
ENSG00000139597,LECA,1172
ENSG00000139610,LECA,6219
ENSG00000139613,LECA,187
ENSG00000139624,Bilateria,1565
ENSG00000139625,LECA,113
ENSG00000139626,LECA,1314
ENSG00000139629,LECA,1933
ENSG00000139631,Opisthokonta,4817
ENSG00000139636,Vertebrata,2625
ENSG00000139641,LECA,3840
ENSG00000139644,LECA,5616
ENSG00000139645,Vertebrata,758
ENSG00000139648,LECA,103
ENSG00000139651,LECA,6231
ENSG00000139668,LECA,1377
ENSG00000139675,LECA,952
ENSG00000139679,Bilateria,1185
ENSG00000139687,LECA,1257
ENSG00000139697,LECA,737
ENSG00000139714,LECA,3662
ENSG00000139718,LECA,610
ENSG00000139719,LECA,1124
ENSG00000139722,Bilateria,6240
ENSG00000139725,LECA,196
ENSG00000139734,LECA,1925
ENSG00000139737,Gnathostomata,2953
ENSG00000139746,LECA,1578
ENSG00000139780,LECA,1908
ENSG00000139793,Bilateria,1119
ENSG00000139797,LECA,4494
ENSG00000139800,LECA,491
ENSG00000139826,Opisthokonta,1977
ENSG00000139832,LECA,471
ENSG00000139835,LECA,255
ENSG00000139842,LECA,434
ENSG00000139865,LECA,411
ENSG00000139874,Bilateria,1310
ENSG00000139880,LECA,455
ENSG00000139890,LECA,114
ENSG00000139899,LECA,598
ENSG00000139908,LECA,1042
ENSG00000139910,LECA,1025
ENSG00000139914,Gnathostomata,6260
ENSG00000139915,LECA,3243
ENSG00000139921,LECA,356
ENSG00000139926,LECA,167
ENSG00000139946,Vertebrata,6264
ENSG00000139970,Bilateria,3556
ENSG00000139973,LECA,249
ENSG00000139974,LECA,318
ENSG00000139977,Opisthokonta,2135
ENSG00000139985,Bilateria,180
ENSG00000139988,LECA,371
ENSG00000139990,Bilateria,5276
ENSG00000139998,LECA,471
ENSG00000140009,Bilateria,1298
ENSG00000140015,LECA,603
ENSG00000140022,LECA,863
ENSG00000140030,Bilateria,1185
ENSG00000140043,LECA,2738
ENSG00000140044,Bilateria,1079
ENSG00000140057,LECA,38
ENSG00000140067,Euteleostomi,6280
ENSG00000140090,LECA,1044
ENSG00000140092,LECA,1159
ENSG00000140093,LECA,339
ENSG00000140104,Vertebrata,3983
ENSG00000140105,Opisthokonta,3737
ENSG00000140107,LECA,53
ENSG00000140153,LECA,6287
ENSG00000140157,LECA,9
ENSG00000140199,Opisthokonta,727
ENSG00000140254,Mammalia,6290
ENSG00000140262,Bilateria,950
ENSG00000140263,LECA,2738
ENSG00000140264,LECA,6293
ENSG00000140265,LECA,1339
ENSG00000140274,Mammalia,6290
ENSG00000140279,LECA,168
ENSG00000140280,Bilateria,6297
ENSG00000140284,LECA,854
ENSG00000140285,Bilateria,906
ENSG00000140287,Opisthokonta,4817
ENSG00000140297,LECA,307
ENSG00000140299,Bilateria,2727
ENSG00000140320,Bilateria,6303
ENSG00000140323,LECA,306
ENSG00000140332,LECA,773
ENSG00000140350,LECA,5850
ENSG00000140367,LECA,980
ENSG00000140368,LECA,148
ENSG00000140379,Bilateria,402
ENSG00000140382,LECA,401
ENSG00000140391,Bilateria,1
ENSG00000140395,LECA,6312
ENSG00000140396,Vertebrata,1358
ENSG00000140398,Vertebrata,2986
ENSG00000140400,LECA,277
ENSG00000140403,LECA,879
ENSG00000140406,Bilateria,5866
ENSG00000140416,LECA,6318
ENSG00000140443,LECA,386
ENSG00000140450,Opisthokonta,2563
ENSG00000140455,LECA,438
ENSG00000140459,LECA,6322
ENSG00000140463,LECA,411
ENSG00000140464,LECA,1247
ENSG00000140465,Vertebrata,6020
ENSG00000140470,LECA,537
ENSG00000140474,LECA,1323
ENSG00000140478,LECA,6328
ENSG00000140479,LECA,1718
ENSG00000140488,LECA,532
ENSG00000140497,LECA,1373
ENSG00000140505,Vertebrata,6020
ENSG00000140506,Opisthokonta,1047
ENSG00000140511,LECA,453
ENSG00000140519,Vertebrata,3234
ENSG00000140522,Opisthokonta,4357
ENSG00000140526,LECA,6337
ENSG00000140527,LECA,6338
ENSG00000140538,LECA,386
ENSG00000140543,Homo sapiens,6340
ENSG00000140545,LECA,343
ENSG00000140548,LECA,1336
ENSG00000140553,LECA,70
ENSG00000140557,Vertebrata,2088
ENSG00000140563,LECA,6345
ENSG00000140564,LECA,1718
ENSG00000140575,LECA,6347
ENSG00000140577,Chordata,2568
ENSG00000140598,LECA,1389
ENSG00000140600,LECA,1686
ENSG00000140612,LECA,6351
ENSG00000140623,LECA,1821
ENSG00000140632,Bilateria,2640
ENSG00000140650,LECA,1892
ENSG00000140675,Bilateria,1822
ENSG00000140678,LECA,92
ENSG00000140682,LECA,1506
ENSG00000140694,LECA,5283
ENSG00000140740,LECA,212
ENSG00000140743,Gnathostomata,2943
ENSG00000140750,Bilateria,131
ENSG00000140795,LECA,43
ENSG00000140798,LECA,12
ENSG00000140807,Vertebrata,6364
ENSG00000140829,LECA,66
ENSG00000140830,LECA,6366
ENSG00000140832,LECA,2150
ENSG00000140835,Bilateria,4250
ENSG00000140836,LECA,348
ENSG00000140839,LECA,1696
ENSG00000140848,LECA,1386
ENSG00000140853,LECA,350
ENSG00000140859,LECA,592
ENSG00000140873,LECA,537
ENSG00000140905,LECA,6375
ENSG00000140931,Bilateria,1521
ENSG00000140932,Bilateria,1521
ENSG00000140937,LECA,455
ENSG00000140939,Chordata,5218
ENSG00000140941,LECA,425
ENSG00000140943,LECA,1718
ENSG00000140945,LECA,455
ENSG00000140948,LECA,6383
ENSG00000140950,LECA,2048
ENSG00000140955,LECA,465
ENSG00000140961,Gnathostomata,6386
ENSG00000140968,Chordata,3818
ENSG00000140983,LECA,196
ENSG00000140986,LECA,1858
ENSG00000140987,LECA,1339
ENSG00000140988,LECA,6391
ENSG00000140992,LECA,772
ENSG00000140993,LECA,4555
ENSG00000140995,Bilateria,2186
ENSG00000141012,Bilateria,134
ENSG00000141027,Opisthokonta,6396
ENSG00000141030,LECA,2851
ENSG00000141040,LECA,254
ENSG00000141052,Chordata,6399
ENSG00000141068,LECA,113
ENSG00000141076,LECA,6312
ENSG00000141084,LECA,208
ENSG00000141086,LECA,6403
ENSG00000141096,Bilateria,304
ENSG00000141098,Bilateria,2409
ENSG00000141127,LECA,2115
ENSG00000141161,LECA,70
ENSG00000141179,LECA,1347
ENSG00000141194,Vertebrata,1656
ENSG00000141198,LECA,1377
ENSG00000141200,LECA,592
ENSG00000141232,Gnathostomata,6412
ENSG00000141258,LECA,255
ENSG00000141279,LECA,986
ENSG00000141293,LECA,61
ENSG00000141294,LECA,227
ENSG00000141295,Vertebrata,5731
ENSG00000141298,LECA,1217
ENSG00000141314,Opisthokonta,158
ENSG00000141316,Bilateria,1551
ENSG00000141337,Bilateria,134
ENSG00000141338,LECA,731
ENSG00000141349,Vertebrata,5132
ENSG00000141367,LECA,908
ENSG00000141380,LECA,186
ENSG00000141384,LECA,5016
ENSG00000141385,LECA,5808
ENSG00000141391,Opisthokonta,2003
ENSG00000141401,LECA,2357
ENSG00000141404,LECA,662
ENSG00000141424,LECA,2387
ENSG00000141425,LECA,2061
ENSG00000141429,LECA,1933
ENSG00000141431,Chordata,6434
ENSG00000141433,Gnathostomata,3897
ENSG00000141434,LECA,343
ENSG00000141437,LECA,53
ENSG00000141441,Chordata,6438
ENSG00000141446,LECA,2094
ENSG00000141447,LECA,101
ENSG00000141448,Opisthokonta,2154
ENSG00000141449,LECA,6442
ENSG00000141458,LECA,306
ENSG00000141469,LECA,5298
ENSG00000141480,Vertebrata,4051
